stars;title;txt
2.5;Hotell;De hoofdpersonen zijn niet de enigen die nauwelijks een idee hebben waar ze mee bezig zijn.
2.5;Hercules;De tweede Hercules-film van dit jaar is beter dan de vorige, maar daarmee is alles wel gezegd.
3.5;Kleine Nicolaas gaat op vakantie;Het tweede avontuur van de kleine Nicolaas, naar de boeken van Asterix-schrijver René Goscinny, barst wederom van de charme en kleurrijke personages.
4.0;Boyhood;Een van de meest ambitieuze filmprojecten van deze eeuw levert misschien geen onbetwist meesterwerk op, maar wel een erg fijne film met voldoende curiositeitswaarde.
4.0;Sepideh: Reaching for the Stars;Inspirerende en ontroerende feelgooddocu over een Iraans meisje dat er van droomt om astronaut te worden.
3.0;Lucy;Net als bij de titelfiguur is het de bedoeling dat je bij deze actiethriller je kop er bij houdt. De geloofwaardigheid is echter omgekeerd evenredig met de intelligentie van Lucy.
2.5;Helium;Afstandelijk en abstract misdaaddrama over een topcrimineel die wordt geconfronteerd met zijn eigen beperkingen. Een weergaloze Hans Dagelet had een meer omlijnde rol verdiend.
3.0;Blackmail;Elijah Wood speelt voor zijn leven in deze vlotte thriller die zijn inspiratie haalt uit het werk van Alfred Hitchcock.
2.0;De Dolle Tweeling 3;Deel drie in de reeks rondom de kostschooltweeling Hanni en Nanni haakt nog meer aan bij de Harry Potter-verhalen, al valt er weinig magie te beleven.
1.0;Sharknado 2: The Second One;Vannacht en morgenavond is het vervolg op de cultfilm op televisie te zien. Nu alvast de recensie.
3.0;The Purge: Anarchy;Het snelle vervolg op het onverwachte kassasucces van verleden jaar kent nog steeds zijn gebreken, maar heeft een stuk meer vermaak te bieden.
1.5;Blended;Formulematige romantisch komedie, tjokvol met de flauwe humor die we van Sandler gewend zijn.
3.0;Heli;Deze indringende Mexicaanse drugsthriller moet het vooral hebben van de heftige beelden.
3.0;The Homesman;Sterk acteerwerk in onevenwichtig westerndrama van Tommy Lee Jones.
2.5;A Thousand Times Good Night;Juliette Binoche speelt de rol van een oorlogsfotografe die moet kiezen tussen haar passie en haar gezin.
