stars;title;txt
1.5;Love in the Time of Cholera;Een liefdesverhaal dat vijftig jaar overspant, geeft de indruk van een valse komed
3.0;Jumper;Wat zou jij doen, als je kon teleporteren
4.0;Stellet Licht;Alweer een opzienbarende film van jonge ster Carlos Reygadas.
5.0;No Country for Old Men;Eindelijk weer een echte Coens-film.
4.0;Sweeney Todd: The Demon Barber of Fleet Street;Heerlijke horrormusical met een aantal mooie songs, sterk acteerwerk en veel bloed.
3.0;Auf der Anderen Seite;Het tweede deel uit Fatih Akins trilogie Liebe, Tod und Teufel.
4.0;The Mist;The Mist is een geslaagde horrorfilm met een actuele inslag.
4.5;Juno;Een fijne tragikomedie vol scherpe dialogen.
4.0;The Band's Visit;Een prachtige schets die de schoonheid en humor in de kleine gebaren en blikken weet te vinden.
4.0;Mio Fratello è Figlio Unico;De relatie tussen broers (of zussen) is altijd een goede basis om een verhaal op te bouwen.
3.0;TBS;Spannende psychologische thriller met een verdienstelijke Theo Maassen in de hoofdrol.
3.0;Charlie Wilson's War;Nergens pijnlijk, constant cartoonesk.
3.5;In the Valley of Ela;Een oude man onderzoekt de vermissing van zijn net uit Irak teruggekeerde zoon.
4.5;Cloverfield;Het kan dus toch nog, een originele rampenfilm.
3.5;Nightwatching;Nightwatching is een goede eerste kennismaking met deze interessante en bijzondere filmmaker.
