stars;title;txt
3.5;The 1000 Eyes of Dr. Maddin;Interessante documentaire over het leven en werk van regisseur Guy Maddin, en diens visie op film.
3.5;The Secret Life of Pets;Slim afkijkwerkje schetst af en toe een heerlijk huiselijk sfeertje en is meer dan een lollige dierenfilmpjescompilatie van anderhalf uur.
3.0;Jason Bourne;De eerste Bourne-film met voor- in plaats van achtervoegsel gaat weer de goede kant op, maar heeft een kleine identiteitscrisis.
4.0;Neon Bull;Mannelijkheid en vrouwelijkheid vloeien in elkaar over in deze Braziliaanse mix van sobere en extravagante beelden over een rodeoknecht die droomt van een carrière als modeontwerper.
3.5;The Here After;Soberheid troef in dit veelbelovende Zweedse debuut waar de situatie onder hoogspanning komt te staan als een jeugddelinquent terugkeert naar zijn geboortedorp.
2.5;Mike and Dave Need Wedding Dates;Twee losgeslagen broers slaan twee losgeslagen vriendinnen aan de haak voor een bruiloft op Hawaï. Het valt te voorspellen waar dat op uit zal draaien.
3.5;Short Skin;Puber Edo lijdt aan een gênante aandoening waardoor hij de gierende hormonen in zijn lijf in bedwang  moet houden. Naturel en lichtvoetig Italiaans coming-of-agedrama.
3.5;Madeliefjes;De destijds verboden anarchistische Tsjechische klassieker Sedmikrásky heruitgebracht, nog steeds actueel maar helaas gedateerd.
3.5;El Olivo;Interessant Spaans melodrama dat tweespalt onder het publiek kan zaaien.
3.0;Meester Kikker;Er valt genoeg te genieten in Meester Kikker, maar de verfilming van het gelijknamige kinderboek van Paul van Loon toont een wat te eenduidige idylle.
2.5;Vampierzusjes 2: Vleermuizen in Je Buik;De zusjes zijn terug, en liefde hangt in de lucht.
4.0;Star Trek Beyond;Spectaculaire actie en een hoog tempo in vermakelijke derde nieuwe Star Trek.
3.5;The Family Fang;De aparte familie Fang ziet het leven als één groot kunstwerk. Een vreemde mix van drama, komedie en mysterie ontstaat als de twee kinderen op zoek moeten naar hun ouders.
4.0;Suburra;Spannende en gelaagde misdaadthriller die corruptie in de Italiaanse samenleving blootlegt.
2.0;Absolutely Fabulous: The Movie;Het vreemdste vriendinnenstel van Groot-Brittannië lijkt de moord op Kate Moss op hun geweten te hebben en slaat op de vlucht. Een lange aflevering van de populaire komedieserie.
