stars;title;txt
1.0;Incarnate;Een ongelukkige cross-over tussen Insidious (zonder de spanning) en Inception (zonder de intelligentie).
4.0;Stranger in Paradise;Hoe kom je Europa in als vluchteling? Fascinerende documentaire houdt Europa een spiegel voor.
3.0;Mees Kees langs de Lijn;Aan dit sfeertje kan weinig fout gaan, ook al ontbreekt de aansluiting met de vorige films.
5.0;Nocturnal Animals;De tweede speelfilm van Tom Ford is na A Single Man wederom emotioneel en visueel overdonderend. De twee verhaallijnen grijpen ondanks hun verschillen prachtig in elkaar.
3.5;Frantz;Ingetogen en sterk gespeeld drama van François Ozon dat speelt in het door oorlog verscheurde Duitsland van 1919.
3.0;Waterboys;Vader en zoon krijgen de bons van hun wederhelften en maken een roadtrip naar Schotland. Aardige feelgoodfilm van eigen bodem raakt wat verblind door de liefde voor de gelijknamige band.
3.5;A Quiet Passion;Theatraal portret van een stille, rebelse dichteres.
3.5;American Pastoral;Het regiedebuut van Ewan McGregor omhelst de verfilming van het boek van Philip Roth. Sterke hoofdrollen in een wat gekunstelde verpakking.
1.0;Shut In;Deze bespottelijke thriller gaat Razzies winnen.
3.5;Vaiana;De eigengereide Polynesische heldin is een welkome eigentijdse variatie op de klassieke tekenfilmprinses in een verder leuke, doch weinig opzienbarende Disney-animatie.
4.0;I, Daniel Blake;Loach' aanklacht tegen de onmenselijke staat kent lach en traan.
1.5;Bad Santa ;Billy Bob Thornton had zijn Kerstmannenpak beter in de kast kunnen laten liggen voor dit rommelige, rijkelijk late en vooral inspiratieloze vervolg.
3.5;De Zevende Hemel;De familie die een Italiaans restaurant runt verkeert allesbehalve in de zevende hemel. Hits uit de rijke Nederlandse pophistorie en de fijne cast maken de conflicten licht verteerbaar.
2.5;Complete Unknown;Rachel Weisz zet een verjaardagsetentje op zijn kop met haar mysterieuze aanwezigheid.
3.5;Shadow World;Een bekende doch niet minder ontluisterende aanklacht tegen de internationale wapenhandel.
