stars;title;txt
3.5;Kung Fu Panda ;Vermakelijk vervolg is misschien niet zo verrassend meer als deel één, maar de makers blijken nog steeds vindingrijk te zijn.
4.0;Post Mortem;Indringende film over de Chileense revolutie van 1973 werkt als politiek drama en intieme karakterstudie.
3.0;Source Code;Regisseur Duncan Jones maakt een prima blockbuster ondanks een matig uitgewerkt futuristisch uitgangspunt.
4.0;Rabat;Een Nederlandse roadmovie blijkt heel goed mogelijk te zijn, vooral wanneer de bestemming Marokko is en de personages een reden hebben om er samen naar onderweg te zijn.
2.5;Club Zeus;Club Zeus is een leuk tussendoortje, maar voor de bioscoop is de film te kort en te klein.
2.0;Penny's Shadow;De doelgroep zal dit verhaal over een vriendschap tussen een meisje en haar paard ongetwijfeld waarderen, maar voor elke andere filmliefhebber is Pennys Shadow een martelgang.
3.5;X-Men: First Class;Inventieve details en een fraaie vormgeving in deze vermakelijke prequel van de X-Men-serie.
5.0;The Tree of Life;Terrence Malicks magnum opus is een genot voor oog en oor, en zo groots en overweldigend dat  meerdere kijkbeurten vereist zijn.
3.5;(Untitled);Alle invalshoeken van de New Yorkse kunstwereld worden gepersonaliseerd in dit intrigerende werkje. Zowel leuk voor insiders als voor degenen die er niks mee hebben.
4.0;Insidious;Eindelijk weer eens een spookhuisfilm die echt eng is.
3.0;Tous les Soleils;Het nieuwe drama van Philippe Claudel  is lang niet zo sterk als zijn regiedebuut Il y a Longtemps Que Je TAime.
3.0;Adrienn Pál;Hongaarse roadmovie over een extreem dikke vrouw op zoek naar zichzelf is bij vlagen vermakelijk, maar duurt veel te lang.
1.5;Something Borrowed;Matige romkom blijft het uitkijken waard dankzij grappige bijrol van John Krasisnki.
3.0;The Hangover Part II;Zelden zal er een sequel zijn gemaakt die zo veel leek op het origineel als The Hangover 2. In alles de exacte kopie van zijn voorganger.
4.5;Rundskop;Grootsheid uit Vlaanderen: Rundskop is een duister drama dat zich kan meten met s werelds beste films.
