stars;title;txt
2.0;The Invisible Woman;Waargebeurd drama over de geheime liefde van Charles Dickens.
3.0;"Spies &amp; Glistrup";Lichtkomisch drama over twee mannen die door slinkse belastingtrucs bakken met geld binnenhalen.
4.0;Ida;Pools drama over een non die kennis maakt met de buitenwereld en haar familiegeschiedenis. Onpeilbaar en juist hierdoor uitermate intrigerend.
4.0;The Missing Picture;Regisseur Rithy Panh geeft met kleipoppen een beeld van wat er zich in zijn land heeft afgespeeld. De Cambodjaan kreeg er onlangs een Oscarnominatie voor.
4.0;An Episode in the Life of an Iron Picker;Een Roma-gezin in Bosnië speelt zijn eigen geschiedenis na. Een doodzieke vrouw en haar man lopen tegen financiële en sociale problemen aan bij het zoeken naar medische hulp.
3.5;3 Days to Kill;Luc Besson recyclet talloze elementen uit Taken, maar weet daar een aangenaam gebalanceerd verhaal uit te construeren.
3.0;Grudge Matc;Oude tijden herleven als Sly Stallone en Robert De Niro opnieuw plaatsnemen in de boksring. Het is ook vergane glorie, maar dat is wellicht precies waar de makers op uit waren.
4.0;Ain't Them Bodies Saints;Dromerige combinatie van liefdesverhaal en misdaadfilm.
4.0;August: Osage County;Hollywood doet Broadway op de prairies van Oklahoma.
1.5;Endless Love;Een nieuwe versie van het romantische tienerdrama met Brooke Shields uit 1981.
3.0;Once Upon a Forest;Natuurdocu van de maker van March of the Penguins over de wonderbaarlijke, maar trage herstelmogelijkheden van bossen. Zonder afgezaagde ecologische boodschap.
4.5;The Grand Budapest Hotel;Wes Anderson komt wederom met een prachtig gelaagde film.
3.0;Need for Speed;Genietbare gameverfilming met spectaculaire races raakt soms de weg kwijt.
3.0;Hartenstraat;Het regiedebuut van Sanne Vogel is nog niet helemaal trefzeker, maar laat zeker potentie zien in de regie.
3.0;Ana Ana;Documentaire over Egyptische vrouwen na de revolutie in 2011. Echt vrij zijn ze nog steeds niet.
