stars;title;txt
4.0;Journal de France;Een innemend en intrigerend document over de passie van een wereldberoemd fotograaf en de ontwikkeling van de fotografie door de jaren heen.
3.5;Robert Mitchum Est Mort;Een aangename ode aan de Europese liefde voor de Amerikaanse film in de vorm van een roadmovie.
4.0;ParaNorman;Grappige en verbluffend mooi gemaakte stop-motion animatiefilm, die een ode brengt aan het horrorgenre... en toch geschikt is voor kinderen.
3.5;Sammy ;Dit vervolg op de animatiefilm uit 2010 leunt een stuk minder op Finding Nemo en heeft veel meer een eigen karakter. De animaties zien er voor Europese begrippen schitterend uit.
2.0;Holy Motors;Een surrealistisch meesterwerk of een pretentieus rommeltje? Holy Motors is het misschien wel allebei. We laten twee recensenten met afwijkende meningen aan het woord.
3.0;Total Recall;Een nieuwe verfilming van het verhaal van Philip K. Dick. Plot en actie vechten om de aandacht. De spectaculaire uitwerking van de laatste discipline bezorgt de film een voldoende.
4.0;Seeking a Friend for the End of the World;Sympathieke pre-apocalyptische roadtripfilm, waarin het naderende einde van de wereld vanuit diverse hoeken wordt belicht op een wijze die zowel geestig als aangrijpend is.
4.5;Meek's Cutoff;Het fascinerende Meek's Cutoff bewijst met eigentijdse arthousestijl en een vrouwelijk perspectief dat er nog steeds leven in de western zit.
2.5;Les Infidèles;Iedereen gaat vreemd in deze bij vlagen grappige komedie.
2.0;Abraham Lincoln: Vampire Hunter;Een op papier interessant loopje met de historische werkelijkheid wordt volstrekt humorloos, enigszins moraliserend en zonder noemenswaardige spanning op de kijker afgevuurd.
3.0;Lockout;Lockout is een leuke, maar allesbehalve originele actiefilm. Gelukkig heeft hij een prima hoofdrolspeler in huis.
1.5;You Instead;Een quasistout verhaaltje dat zich afspeelt op een rockfestival. Gelukkig zit er genoeg goede muziek in verwerkt om de tijd mee te verdrijven.
3.5;House;Een boeiend en subtiel verteld familiedrama met een sterk uitgewerkte metafoor.
2.0;THOR: De Legende van Walhalla;Animatiefilm van IJslandse komaf is vooral te pruimen voor de kleine kijkertjes die zich niet zullen storen aan de matige kwaliteit.
3.0;Cloclo;Een prima biografie van een van de grootste Europese popsterren ooit, waarop vooral valt af te dingen dat diens korte leven niet bijster interessant was.
