stars;title;txt
3.0;Dr. Seuss' The Lorax;Deze nieuwe Dr. Seuss-verfilming is wederom een lust voor het oog, maar heeft wel concessies moeten doen aan het bronmateriaal. De ecoboodschap had subtieler gemogen.
4.0;Take Shelter;Fascinerende psychologische horror die voor interessante interpretaties vatbaar is, met glansrollen van Michael Shannon en Jessica Chastain.
3.0;American Pie: Reunion;Nieuw vervolg op American Pie is best grappig, maar ook wat rommelig en misschien een tikkeltje overbodig.
2.0;Bel Ami;Deze zoveelste verfilming van de klassieke Franse roman gaat gebukt onder twijfel en gebrek aan pit. Robert Pattinson is niet opgewassen tegen zijn hoofdrol.
4.5;Titanic 3D;Ook met een onnodige 3D-toeslag blijkt Titanic anderhalf decennium later zijn geld nog altijd volledig waard.
3.0;Weekend;Een intieme film over ontluikende liefde, of toch vooral een politiek statement over homoseksu
3.0;Snackbar;"Marokkaanse hangjongeren op het stoepje van de snackbar; menigeen zou er met een boog omheen lopen. Zo niet filmmaakster Meral Uslu. Zij pakte de camera en stapte er op af."
4.0;Mijn Avonturen door V. Swchwrm;Deze familiefilm gebaseerd op het boek van Toon Tellegen is een achtbaanrit van filosofische associaties en de geniale fantasie van een jonge schrijver.
2.0;Winx Club - Magisch Avontuur;Harry Potter meets Avatar voor meisjes, alleen dan verhuld als mislukte Disneykloon.
2.0;Wrath of the Titans;Mythologische avonturenfilm met voldoende spektakel, maar platte personages waar zelfs de 3D-effecten geen diepte aan kunnen geven.
4.0;Tot Altijd;Nic Balthazar levert wederom een prachtige film over een zwaar onderwerp af.
2.5;Haywire;Degelijke spionagethriller van Steven Soderbergh, maar de sterrencast wordt niet ten volste benut.
2.0;Hemel;Debutante Sacha Polak laat je verward en vertwijfeld achter in dit episodische portret van een ongeremde jonge vrouw. Het glipt als zand door je vingers.
3.0;Elena;De derde film van Andrej Zvjagintsev is degelijk gemaakt en sterk geacteerd, maar gaat net wat te lang door, waardoor enige impact verloren gaat.
2.0;Parked;Kleinschalige film over een Ier die in zijn auto woont mist urgentie. Het uitgangspunt is interessant, maar inhoudelijk veel te mager.
