stars;title;txt
3.5;Air Doll;Een lichte tegenvaller van Koreeda over een sekspop die tot leven komt.
3.0;Mères et Filles;Psychologisch drama met feministische lading heeft uitvoerige dialogen en een uitgemolken climax, maar blijft overeind door de uitstekende acteerprestaties van de drie hoofdrolspeelsters.
2.5;Planet 51;Hommages aan de sciencefictionfilms van de jaren vijftig, verpakt in een zeer matige kinderfilm.
4.5;Vincere;Stilistisch uitzonderlijk mooi portret van Ida Dalser, die een kind kreeg van Benito Mussolini en de rest van haar leven vocht voor erkenning.
3.5;I Love You Phillip Morris;Jim Carrey is weer helemaal terug als relnicht in originele romantische komedie die het helaas met weinig romantiek moet stellen.
4.0;Samson and Delila;IJzersterk debuut van Warwick Thornton is een hartverscheurend liefdesverhaal over twee jonge Aboriginals.
4.0;Océans;Verbluffende natuurdocumentaire is zo zeldzaam prachtig dat het leven er een heel klein beetje mooier op wordt.
4.0;Kick-Ass;Een gewelddadig elfjarig meisje steelt de show in deze geslaagde superheldenparodie.
2.5;Green Zone;Paul Greengrass twijfelt tussen een politiek statement en ongecompliceerde actie, kiest voor de middenweg en komt met slappe hap op beide fronten.
3.5;De Gelukkige Huisvrouw;Carice van Houten excelleert in prima tragikomedie.
2.0;Clash of the Titans;Zo groot waren de verwachtingen, nog groter is de deceptie.
3.0;Desert Flower;Een aanklacht tegen vrouwenbesnijdenis die veel minder hard aankomt dan verwacht door het voorspelbare verhaal en de flinterdunne personages. Dit thema verdient een veel betere film.
4.0;Joy;Klein en rauw gefilmd drama, over een weesmeisje dat een obsessieve zoektocht begint naar haar moeder, overtuigt door spel en stijl.
4.0;Los Viajes del Viento;Een mooie Colombiaanse muziekfilm en broeierige roadmovie over een man op een ezel, het jochie dat hem achtervolgt en de accordeon van de duivel.
4.0;How to Train Your Dragon;Prima animatiefilm van Dreamworks die zichzelf nu eens niet overschreeuwt, maar het klein houdt en daarmee weet te ontroeren.
