stars;title;txt
2.0;Jack Reacher: Never Go Back;Het toppunt van middelmatigheid in het actiethrillergenre.
3.5;Hoe het Zo Kwam Dat de Ramenlapper Hoogtevrees Kreeg [One Night Stand 2016];Fijn tragikomisch sprookje in de sfeer van Amélie.
4.5;Tonio;Adri van der Heijden schrijft het onverteerbare verlies van zijn enige kind van zich af. Beste Nederlandse film van 2016 (tot nu toe).
3.0;Inferno;Tom Hanks is terug als Robert Langdon en de slimme schone is dit keer Felicity Jones. De speurtocht voert naar Florence. Meer van het zelfde in deze derde Dan Brown-verfilming.
3.0;Prooi;Dick Maas maakt Amsterdam weer eens onveilig. Ditmaal met een bloeddorstige leeuw.
4.0;As I Open My Eyes;Bijzonder debuut met mooie muziek, een intiem gefilmd drama dat symbool staat voor de Arabische Lente.
4.0;De Matthäus Missie van Reinbert de Leeuw;Het totstandkomingsproces van de befaamde Matthäus-Passion door nestor Reinbert de Leeuw laat zien dat diens vuur nog lang niet gedoofd is.
3.0;Trolls;De razend populaire trollen hebben nu hun eigen bioscoopfilm. Met veel vrolijkheid en felle kleuren proberen ze een groep hongerige vijanden op te vrolijken.
4.0;Ma Vie de Courgette;Schattig aandoende Zwitserse animatiefilm over serieuze onderwerpen zoals ouderloosheid, misbruik en misdaad.
2.0;Hart Beat;Voorspelbaar romantisch tienerdrama waar alleen puberharten sneller van zullen kloppen.
4.0;Horizon [One Night Stand 2016];Levensecht tienerportret werd onlangs volkomen terecht bekroond met Gouden Kalf voor beste televisiedrama.
3.0;The Girl on the Train;Rachel Watson is een dronkenlap die de wereld beziet vanuit de trein. Het perspectief van de onbetrouwbare verteller is goed toegepast.
3.5;The Wailing;In een Koreaans bergdorpje spelen zich vreemde taferelen af. De schuld wordt gelegd bij een mysterieuze Japanner. Sfeervol horrordrama met Bijbelverwijzingen.
2.0;La Danseuse;Biopic over danseres Marie-Louise Fuller zwelgt in nietszeggendheid. Daarmee maakt de film ongetwijfeld een goede beurt bij een snobistisch, wijn walsend en kunstminnend publiek.
4.0;Oasis: Supersonic;Oasis is toch vooral Noel en Liam Gallagher, compleet met hun arrogantie en maniertjes. Maar gelukkig draait het in deze docu ook vooral om de muziek.
