stars;title;txt
3.0;Danny Collins;Bejaarde popster Pacino gooit al zijn charmes in de strijd om deze soms wat voor de hand liggende feelgoodfilm van de middelmaat te redden.
3.0;Insidious: Chapter 3;Derde deel van succesvolle horrorreeks is een degelijke maar weinig verrassende prequel.
3.5;Nature;Op visueel vlak is deze natuurdocumentaire verbluffend sterk.
1.5;Kidnapping Freddy Heineken;Barre verfilming van het boek van Peter R. de Vries over de ontvoering van Freddy Heineken door Cor van Hout en zijn kornuiten.
4.0;Banana Pancakes and the Children of Sticky Rice;De moderne grenzeloze toerist wil oorspronkelijkheid en authenticiteit. De arme bevolking in Laos wil vooruitgang.
3.0;Journal dune Femme de Chambre;Kamermeisje Léa Seydoux probeert aan haar afkomst te ontsnappen.
2.5;Code M;De elfjarige Isabel en haar vrienden zoeken naar het zwaard van de legendarisch musketier dArtagnan. De vorige twee projecten van Dennis Bots kwamen beter uit de verf.
4.0;Infinitely Polar Bear;Een onconventioneel gezin en een huishouden van Jan Steen met een manisch depressieve vader. Mark Ruffalos spel is weergaloos.
3.5;The Kings Gardens;Ingetogen kostuumdrama met Kate Winslet en Matthias Schoenaerts in de exorbitante tuinen van Versailles.
5.0;Blade Runner, The Final Cut;De donkere wereld van Ridley Scotts scifi-klassieker imponeert nog steeds.
2.0;The Age of Adaline;Deze gezapige romance bewijst met verve dat onsterfelijkheid kan gaan vervelen,
3.0;Macondo;Een elfjarige Tsjetsjeense vluchteling is de man des huizes maar ook nog kind. De komst van een vriend van zijn overleden vader gooit zijn leven overhoop.
2.0;Eisenstein in Guanajuato;Ode van Greenaway aan Eisenstein is misschien kleurrijk, maar kent weinig inhoud.
4.5;Jurassic World;Het niveau van de eerste Jurassic Park valt onmogelijk te overtreffen maar dit derde vervolg komt een heel eind.
2.5;Entourage;Boys will be boys.
