stars;title;txt
3.0;Chips;Remake van de gelijknamige misdaadserie rondom de Californische motorpolitie mikt vooral op onderbroekenlol.
3.0;Het Verlangen;Grote wisseltruc tussen een zonderlinge auteur en een mediagenieke schoenverkoopster is niet bijster origineel maar vermaakt lang.
4.0;Magallanes;Een sterke balans van thriller en drama over de sluimerende nasleep van een zwarte pagina uit de Peruaanse geschiedenis.
4.0;Home;Een ex-jeugddelinquent en een jongen die psychisch mishandeld wordt door zijn moeder worstelen met het leven en hun toekomst.
4.0;Life, Animated;Owen Suskind probeert zich aan de hand van Disneyfilms een weg te banen door zijn autisme spectrum stoornis.
3.0;De Terugkeer van de Wespendief [Telefilm];De nieuwste lichting Telefilms trapt vanavond af met Benja Bruijning als boekenverkoper met een diep weggestopt trauma.
3.5;Toen Mijn Vader een Struik Werd;Een sympathieke familiefilm die op luchtige wijze langs serieuze thematiek fladdert.
3.0;Gold;Matthew McConaughey gaat helemaal op in zijn transitie van nietsnut naar succesvolle goudzoeker.
3.0;Mein Blind Date mit dem Leben;Licht verteerbaar drama en (flauwe) grapjes wisselen af in deze feelgoodfilm over een slechtziende die werkt in de hotelbranche.
3.0;The Day Will Come;Het is moeilijk om te kijken naar de op ware gebeurtenissen gebaseerde gruwelijkheden in deze Deense Oliver Twist-variant.
4.0;After the Storm;Ontroerend doch humoristisch familiedrama van Koreeda, waarin een vader de verstoorde band met zijn zoontje wil herstellen.
3.5;Dancer;De 'bad boy of ballet' worstelt in Dancer met zijn eigen demonen rond het dansen.
3.5;Gimme Danger;Documentaire over The Stooges en Iggy Pop moet het hebben van de anekdotes en muziek.
5.0;De Matthäus Passion van Reinbert de Leeuw;Een prachtige uitvoering vol passie en ziel.
4.0;Kong: Skull Island;Heerlijk afwisselend monsteravontuur met overdonderend camerawerk.
