stars;title;txt
1.5;Animals United;Onsamenhangend, voorspelbaar en bespottelijk.
2.0;World Invasion: Battle Los Angeles;Battle Los Angeles is een van de betere komedies van het jaar, al was dat niet helemaal de bedoeling.
3.0;Henry's Crime;Vera Farmiga is het stralende middelpunt van deze leuke heistfilm, die wel iets scherper had mogen zijn.
4.0;Unter Dir die Stadt;De bankierswereld vormt het decor van dit fraaie romantische drama over de liefde tussen een bankier en een vrouw in een identiteitscrisis.
1.0;Shahada;Bedroevend slechte film over de islam heeft bar weinig te zeggen over de innerlijke conflicten waar moslims in het Westen mee te maken kunnen krijgen.
3.5;Rio;Vrolijke en humoristische animatiefilm van de makers van Ice Age.
3.5;Winnie de Poe;Tijdloze, klassiek geanimeerde kinderfilm biedt een leuk avontuur voor de allerkleinsten.
1.0;Trash Humpers;Je kunt je afvragen of Trash Humpers kunst is, maar dat is dan ook het enige uitdagende aan deze saaie, vervelende film.
3.5;Scream 4;Anno 2011 zijn de regels voor de horrorfilm weliswaar veranderd, het dodelijke spelletje is hetzelfde gebleven.
5.0;The Autobiography of Nicolae Ceausescu;Sublieme documentaire gaat uiteindelijk over veel meer dan alleen de Roemeense dictator.
3.0;Paul;Misschien waren de verwachtingen te hoog gespannen, maar de nieuwe samenwerking tussen Simon Pegg en Nick Frost valt na Hot Fuzz toch wat tegen.
4.0;Somewhere;Sfeervol succes van Sofia Coppola, waarin ze er mooi in slaagt om gemis te filmen.
1.0;Red Riding Hood;De gebroeders Grimm zouden zich omdraaien in hun graf als ze konden zien wat er met hun sprookje is gebeurd.
2.5;Alle Tijd;Hoe het speelfilmdebuut van de ooit machtigste casting director van Nederland tegenvalt door een slechte casting.
4.5;Rabbit Hole;Nicole Kidman zet een indrukwekkende rol neer in deze bloedmooie film over rouwverwerking.
