stars;title;txt
2.5;The Grudge;Eng, maar de film in zn geheel stelt toch wat teleur.
0.5;Alexander;De geschiedenis zal dit gedrocht hopelijk aanwijzen als de enige nederlaag die Alexander ooit heeft geleden.
3.5;Ocean's Twelve;Draait om de cast van wereldsterren, die je haast doen vergeten dat het verhaal nergens op slaat.
2.0;Floris;Kolder en vol mislukte parodieën, wat ervoor zorgt dat deze avonturenfilm geheel verstoken blijft van spanning.
3.0;Finding Neverland;Een goed gemaakte en geacteerde film over de schepper van 'Peter Pan' en de inspiratie voor zijn meesterwerk.
2.5;Seed of Chucky;Een pretentieloze kolderfilm vol met grappige verwijzingen naar andere films.
3.0;Ladder 49;Een ouderwetse Hollywoodfilm over de heldenmoed en broederschap onder brandweerlieden.
2.5;The Forgotten;Een interessante film op die het jammer genoeg uiteindelijk toch niet redt.
4.0;The Motorcycle Diaries;Een adembenemend mooie film over een man die de wereld blijvend zou veranderen.
4.5;The Incredibles (OV);Een nieuw hoogtepunt in het oeuvre van de meest succesvolle filmstudio ter wereld en tevens de beste superheldenfilm van het jaar.
2.5;Open Water;Het gebrek aan cinematografische verfijning werkt aan de ene kant een gevoel van realisme in de hand, maar zorgt er tevens voor dat dit verhaal over twee op volle zee achtergelaten duikers nooit uitstijgt boven die paar  doeltreffende  scènes waarin d
3.5;Man On Fire;Een geslaagde wraakfilm maar slechts een degelijk gemaakte actiefilm.
4.5;Oldboy;Tweede van een drieluik over het thema wraak, een diepgewortelde en bijzonder motiverende menselijke emotie die regisseur Park enorm intrigeert.
3.0;The Manchurian Candidate;Opvallend vormgegeven film die meer lijkt te zijn dan een standaard thriller, maar uiteindelijk niet afwijkt  van gebaande paden.
4.5;Der Untergang;Der Untergang is een unieke film, waarin de waanzin van de Tweede Wereldoorlog getrouw en indringend vastgelegd wordt.
