stars;title;txt
2.0;Ice Dragon;Een rommelige jeugdboekverfilming over een tiener die een verstoorde gezinssituatie verruilt voor het saaie hoge noorden.
4.5;Lincoln;Steven Spielberg behandelt een uiterst boeiende episode uit de Amerikaanse geschiedenis. Niemand past de hoge vilten hoed beter dan Daniel Day-Lewis.
3.5;Flight;Robert Zemeckis laat de special effects grotendeels links liggen in dit solide drama over een alcoholistische piloot. Zowel het vliegtuig als het verhaal heeft wat opstartproblemen.
4.0;Kill List;Kill List is een spannende en onvoorspelbare mix tussen horror, thriller en misdaadfilm. Regisseur Ben Wheatley is een naam om in de gaten te houden.
4.0;NO;No is geslaagd als film en als tijdschets van een historisch bewogen periode.
2.5;Verliefd op Ibiza;Dit officieuze vervolg op Costa met een sprankje Alles Is Liefde laat precies zien waar Johan Nijenhuis goed in is. Het zijn vooral de oudere acteurs die smaak en kleur aan het geheel geven.
4.0;Sightseers;In deze Britse zwarte komedie ontaardt oubollige caravantrip over het platteland in slachting.
3.5;Nijntje de film;De peuterende en kleuterende doelgroep zal zich uitstekend vermaken met nijntjes eerste bioscoopavontuur. Regisseur Hans Perk heeft zich echter flink vergist in hun aandachtsspanne.
5.0;The Master;Pure perfectie.
4.0;Zero Dark Thirty;Een enerverende film over de jacht op Bin Laden die tegelijk vragen oproept over de zin en waarde van de missie.
1.5;Texas Chainsaw;Van dik hout zaagt men planken en dat geldt zeker voor Texas Chainsaw. De zoveelste toevoeging aan de horrorfranchise rammelt aan alle kanten.
1.5;Lay the Favorite;Komedie over de ups en downs van een meisje dat bij een bookmakerkantoor komt te werken.
4.0;Django Unchained;Kan Tarantino met zijn langverwachte western het succes van Inglourious Basterds herhalen
4.0;The Sessions;Een luchtige, maar oprechte film die zijn onderwerp en personages, mooi ingevuld door John Hawkes en Helen Hunt, serieus neemt.
3.5;The Impossible;Het meeslepende, waargebeurde verhaal van een gezin tijdens de tsunami van 2004 brengt vooral het beste in de hoofdrolspelers naar boven.
