stars;title;txt
2.0;Premonition;Geslaagd kun je dit niet noemen, hooguit opmerkelijk somber.
4.0;Jesus Camp;Opent de ogen voor een verbijsterende staaltje hedendaagse indoctrinatie.
4.5;Exiled;Fantastische actiefilm van genremeester Johnny To.
3.5;Black Snake Moan;Een interessant gegeven wordt niet heel sterk uitgewerkt.
4.0;Zodiac;Prachtige film over de jacht op de beroemde seriemoordenaar.
2.0;The Messengers;De monsters openbaren zich direct in het volle licht en rest slechts het wachten op de afwikkeling van de slappe plot.
3.5;The Hoax;Richard Gere speelt de tot nu toe beste rol van zijn carrière als schrijver en oplichter Clifford Irving.
3.5;Pirates of the Caribbean: At Worlds End;Duurt te lang, maar heeft wel een sterk, goed doordacht verhaal met spectaculaire finale.
4.5;Ninotchka;Een ijzersterk script en een droomcast maken dit éénv an de beste films van Ernst Lubitsch.
3.0;Nuovomondo;Onuitgebalanceerd relaas van de overtocht naar Amerika en de onmenselijke selectieprocedure aldaar.
4.0;Tussen Hemel en Aarde;Een opmerkelijk portret en, nog belangrijker, een spreekbuis voor de goedheid van de mens.
3.0;Close To Home;Erg onbeduidend en houdt de kijker nog maar net bij de les.
3.0;The Number 23;De man met het elastieken gezicht en de sporadische meesterwerkjes waagt zich nu aan de thriller. Maar of dat een goed idee is...
3.0;The Namesake;Misschien was dit materiaal beter geschikt geweest voor een miniserie op tv.
2.0;The Reaping;Helaas is de film een veel te rechttoe-rechtaan formulewerkje om echt te verrassen.
