stars;title;txt
2.5;A Street Cat Named Bob;Waargebeurd verhaal over de dakloze straatmuzikant James Bowen en zijn rode kater Bob mist te vaak het dramatisch gewicht om écht indruk te maken.
4.0;Walking Distance;Fede weegt tweehonderd kilo en ontdekt met de fotografie een uitweg uit zijn isolement. Fijn Mexicaans drama over de kracht van onvoorwaardelijke vriendschap.
2.0;Ballerina;Franse animatiefilm over een jong weesmeisje dat ervan droomt ballerina te worden, ziet er prachtig uit, maar mist een solide verhaal.
2.0;Collateral Beauty;Will Smith als reclameman die het verlies van zijn dochter moet zien te verwerken. Veelsporig drama met een quasi-surrealistisch tintje.
3.0;Juste la Fin du Monde;Een familiereünie loopt niet van een leien dakje in deze nieuwe film van Xavier Dolan, die in Cannes in de prijzen viel.
3.0;Kappen!;Ondanks een gebrek aan nuance zal ook deze Carry Slee-film de jonge kijkers wel weer aan het denken zetten.
2.0;Les Saisons;Natuurfilmers Jacques Perrin en Jacques Cluzaud combineren met veel gemanipuleer natuurbeelden met een educatief verhaal. Het ziet er prachtig uit, maar is ver bezijden de werkelijkheid.
3.5;Sepp de Wolvenvriend;Grotendeels geslaagde en verrassend gelaagde kinderboekverfilming.
3.5;Sing;Een theater moet van de ondergang gered worden, dus schrijft een desperate koala een zangwedstrijd uit. Oude wijn in nieuwe zakken smaakt soms best nog wel goed.
4.0;Rogue One: A Star Wars Story;Een geslaagde terugkeer naar waar het allemaal mee begon.
3.5;Neruda;Een fascinerende en frustrerende film over de kracht van de poëzie van Pablo Neruda.
3.5;Kampioenen van Amsterdam;Het Amsterdamse straatvoetbaltoernooi wordt gevolgd van de eerste wedstrijden tot de finale op de Dam. Innemend portret van vijf jeugdige deelnemers.
4.0;The Salesman;Ashgar Farhadi is terug op thuisbodem met opnieuw een ijzersterk geschreven drama rondom een koppel in de Iraanse middenklasse.
3.0;Soof ;Vervolg op de succesvolle Nederlandse romkom uit 2013. De fijne cast heeft zichtbaar plezier in het spelen van de rollen.
2.0;Office Christmas Party;Een kerstfeest waarvan alleen te genieten valt met een flinke slok glühwein achter de kiezen.
