stars;title;txt
2.5;The Chronicles of Narnia: Prince Caspian;Stroef geregisseerd, duisterder vervolg op de eerste Narnia-film.
2.5;1: Las Vegas;Matige actiefilm met Kevin Spacey.
3.5;L'Heure d'Été;Het rare is dat deze film als een initiatief van het Musée d'Orsay aanvoelt, maar eindigt als een anti-ode.
3.5;In Bruges;Brugge: de mosselen, de friet, de huurmoordenaars.
5.0;North by Northwest;Alles klopt: de enerverende score, het bruisende script, de visuele stijl en de perfecte cast.
4.0;This Is England;Onuitgebrachte films in het Filmmuseum, waaronder deze film over skinheads in de midlands.
3.0;In Memoria Di Me;Deze Italiaanse film zoekt naar de zingeving van het bestaan.
2.0;Drillbit Taylor;Een Apatow-productie met Owen Wilson, dat kan toch haast niet misgaan
3.0;The Incredible Hulk;De Hulk is terug en gaat voor de extra sprint.
1.0;The Happening;Domme ecoterrorfilm van de anders zo eigenzinnige Shyamalan.
3.0;XXY;Het mooiste in de film zijn de wonderlijke en doordringende ogen van de vijftienjarige tiener op zoek naar begrip.
1.5;Closing the Ring;Dit epische drama neemt zoveel tijd in beslag en zegt zo weinig origineels in woord en beeld, dat het je niets kan schelen of deze cirkel zich uiteindelijk sluit of niet.
5.0;"Fanny &amp; Alexander";Een rijk en mooi drama voor een zondag of een dag zonder verplichtingen.
2.5;Reclaim Your Brain;Vooral geschikt voor een wat jeugdiger publiek, dat wellicht minder valt over deze oppervlakkige benadering van de discussie over de corrumperende invloed van televisie.
3.0;Sex and the City;Carrie, Samantha, Miranda en Charlotte zijn weer terug. Maar zijn ze de moeite waard
