stars;title;txt
1.5;"Bibi &amp; Tina";Het Duitse kinderfenomeen Bibi Blocksberg wil in onze Lage Landen maar moeilijk aanslaan. Alle toverkracht van het meiske ten spijt.
3.5;Avengers: Age of Ultron;Met het hoge, gevarieerde tempo is dit grootse popcornspektakel één brok entertainment.
4.5;It Follows;David Robert Mitchell zet met een steengoede griezelfilm de Amerikaanse horror weer op de kaart.
4.0;When Marnie Was There;De wellicht laatste avondvullende animatiefilm van Studio Ghibli is een prachtige verkenning van droom, werkelijkheid, vriendschap en verlangen.
4.0;Jimi: All is by My Side;Deze biopic is geen feest van herkenning, en dat maakt hem juist zo interessant.
4.0;Hungry Hearts;Een beklemmende mix tussen drama en thriller, waarin een overbeschermende moeder de gezondheid van haar kind gevaar brengt.
4.0;Next Goal Wins;Het nationale voetbalteam van Amerikaans-Samoa staat te boek als het slechtste ter wereld. Een Nederlandse coach moet zorgen voor de eerste overwinning.
3.0;Atlantic.;Spirituele overlevingstocht van een dolende Marokkaanse windsurfer.
3.0;O Apóstolo;Spaanse stopmotionanimatie met een volwassen en griezelige inslag.
3.5;Bears;Mooi gefilmde, helder vertelde documentaire over het eerste levensjaar van twee jonge grizzlybeertjes.
3.0;Kidnep;Na Matterhorn hadden we misschien iets anders of beters verwacht van Diederik Ebbinge, maar dit kinderavontuur heeft ergens wel zijn charme.
2.5;The Water Diviner;Russell Crowe maakt zijn regiedebuut met een vrij oubollig drama over de nadagen van de Eerste Wereldoorlog.
3.0;Run All Night;Doorsneethriller met Liam Neeson vermaakt zolang hij duurt.
4.5;La Famille Bélier;De gedreven Paula, onbegrepen door dove ouders, ontdekt haar zangtalent. Tussen de zanglessen door vindt zij echter pas werkelijk haar eigen stem.
4.0;Lilting;Meeslepend en ontroerend Brits-Cambodjaans drama over twee verloren zielen die rouwen om het verlies van een dierbare zonder dat ze elkaar kunnen verstaan.
