stars;title;txt
2.5;Body of Lies;Middelmatige spionagethriller die niet beklijft.
4.0;Boy A;Boy A is wat topzwaar omdat het op waarheid gebaseerde verhaal veel vergt van de kijker.
5.0;Pather Panchali;De Indiase film vormde in de tijd dat hij uitkwam een sterk contrast met de mierzoete films van de Bollywoodindustrie.
2.0;Nights in Rodanthe;De film voelt aan als een lange soapaflevering.
3.5;Quantum of Solace;Nieuwste Bondfilm, maar nauwelijks nog een Bondfilm te noemen.
5.0;Waltz with Bashir;Meesterwerk.
2.5;Baby Mama;Babyoverkill verpakt in een flauwe komedie..
4.0;Burn After Reading;Het is een film die elke keer dat je hem ziet grappiger wordt.
4.0;Cidade dos Homens;Toont hoe het is om op te groeien in één van de meest gewelddadige steden van de wereld.
3.0;W.;Een film over George W. Bush door Oliver Stone
3.5;The Black Balloon;Gaat de pijnlijke werkelijkheid niet uit de weg.
3.0;Young@Heart;Een goed onderwerp maakt deze matige documentaire toch boeiend en zelfs ontroerend.
3.5;Son of Rambow;Twee jochies worden gek op Rambo en maken hun eigen film.
1.5;RocknRolla;Chaotische gangsterfilm van regisseur Guy Ritchie.
3.5;El Olvido;Vergeten is overleven - de tactiek die het leven van vele Peruanen van dag tot dag tekent omdat men verder moet. Desgevraagd tonen enkele, zij het kort en soms met een glimlach, de littekens die ze uit het vergeten verleden dragen.
