stars;title;txt
4.0;[AFFF] Next Door;Sletaune is klaar voor het grotere werk, en dan maar hopen dat hij daarin trouw zal blijven aan het vertellen van dergelijke intense, compromisloze cinema.
3.0;[AFFF] Shadow: Dead Riot;Een hoog campgehalte gegarandeerd.
4.0;Factotum;Humoristische en interessante kijk op het bestaan van een schrijver met een geheel eigen levensfilosofie.
2.0;[AFFF] The Roost;Vier vrienden komen op weg naar een bruiloft vast te zitten op het platteland.
4.0;[AFFF] Reeker;Zo degelijk opgebouwd, dat de horrorfan weinig meer kan wensen.
3.0;[AFFF] MirrorMask;Visuele spierballerij van de bovenste plank.
3.0;Lucky Number Slevin;Te gecompliceerd verhaal waarbij de acties van verscheidene personages soms moeilijk te slikken zijn.
3.5;Transamerica;Vrij brave roadmovie.
4.5;Langer Licht;Sterke invulling van het thema 'verlies van identiteit in een veranderd Europa'.
3.0;"Tristan &amp; Isolde";Verfilming van een middeleeuwse liefdestragedie.
4.5;[AFFF] Cookers;Geen horrorfilm zoals je gewend bent.
4.5;Dark Horse;Begint als een komedie, maar wordt geleidelijk steeds serieuzer en tragischer van toon
2.5;Scary Movie 4;Meer van hetzelfde, vol poep- en piesgrappen.
1.0;The Tiger and the Snow;Benigni verruilt na La Vita è Bella het concentratiekamp voor Bagdad als podium voor een vertelling over onvoorwaardelijke liefde.
2.5;Firewall;Ongeïnspireerde, voorspelbare actiethriller waarin Harrison Ford eigenlijk het enige lichtpuntje is.
