stars;title;txt
5.0;Casablanca;Misschien wel de beste film ooit gemaakt nu weer terug in de bioscoop.
4.0;Mother;De maker van The Host en Memories of Murder levert wederom een ijzersterke en zeer verrassende tragikomische thriller af.
5.0;Toy Story 3;Dit geniale afsluitende deel maakt van de Toy Story-trilogie een van de beste uit de filmgeschiedenis.
3.0;Mao's Last Dancer;Bijzonder verhaal over een Chinese balletdanser die successen behaalt in het Westen krijgt een te melodramatische aanpak.
1.0;The Back-up Plan;Soms is sterilisatie van alle betrokkenen de enige optie. Alles om te voorkomen dat er nog iets ontspruit uit de makers van The Back-up Plan.
3.0;Letters to Juliet;Aangename romantische komedie is weliswaar voorspelbaar, maar door de mooie plaatjes van het Italiaanse landschap en de mooie hoofdrolspelers vergeet je dat al snel.
3.0;R U There;Deze intrigerende maar ook wat trage film over een overspannen gamer moet het vooral van zijn stijl hebben.
3.0;The A-Team;Onevenwichtige actiefilm, gebaseerd op de iconische tv-serie, moet het vooral hebben van spectaculaire actiescènes en een volstrekt gebrek aan logica.
3.5;Ondine;Is deze film met Colin Farrell een dromerig sprookje en/of een spannende thriller
2.5;La Primea Linea;Jonge mannen en vrouwen leggen in het Italië van de jaren zeventig en tachtig de ene na de andere bom in naam van Marx en krijgen daarna spijt, zo zien we in deze door voice-overs en dikke wollen truien gedomineerde film.
4.0;Agora;Rachel Weisz schittert in deze zeldzaam ambitieuze film, die je zou kunnen zien als een intellectuele variant van Gladiator.
2.5;Mr. Nobody;Net als de hoofdpersoon kiest de regisseur ervoor niet te kiezen, met de nodige rommel tot gevolg.
3.5;She's Out of My League;Sympathieke romantische komedie moet het vooral hebben van zijn twee verfrissende hoofdrolspelers.
2.5;Repo Men;Terwijl de repo men zoeken naar niet afbetaalde organen, zoekt de regisseur naar een genre. Gelukkig hebben de scenarioschrijvers nog een konijn in een hoed achter de hand.
3.5;Bardsongs;Een wereldse kijk op geluk, kennis en het luisteren naar je eigen hart.
