stars;title;txt
1.0;Tini: Het Nieuwe Leven van Violetta;Zangeresjes Violetta is een wereldster, maar is volledig afhankelijk van een jongen. En dan moet ze ook nog zichzelf vinden.
4.0;Captain America: Civil War;Derde 'solo'-avontuur van Captain America is alles wat Avengers: Age of Ultron had moeten zijn.
3.0;Der Staat Gegen Fritz Bauer;Interessante biopic over de man die verantwoordelijk was voor de aanhouding en berechting van oorlogsmisdadiger Adolf Eichmann kan hoofd- en bijzaken niet scheiden.
4.0;Le Nouveau;Frisse, sympathieke tienerfilm die herkenbare emoties treffend neerzet.
3.5;Next to Her;De bijzondere band tussen twee zussen komt onder druk te staan in dit ingetogen maar treffende drama.
4.0;Kollektivet;Thomas Vinterberg toont zich opnieuw als een perfect waarnemer van de mens en zijn intermenselijke gedrag in het scherpe en ontroerende Kollektivet.
3.5;Hardcore Henry;Een maffe achtbaanrit van een actiefilm waarbij vooral gamers hun lol op kunnen.
2.5;The Boss;Melissa Carthy is een keiharde zakenvrouw die aan lager wal raakt. Ze vecht zich terug, wat gepaard gaat met een rommelig verhaaltje en een aantal zeer komische intermezzos.
3.5;Monsieur Chocolat;Het leven maar vooral het lijden van Frankrijks vergeten eerste zwarte acteur.
2.0;Franny;Franny koopt zijn liefde met zijn dikke portemonnee, tot hij een onomkeerbare fout maakt. Dit regiedebuut is een inspiratieloze poging om zijn schuldgevoel te onderzoeken.
3.5;Tomorrow;De gevolgen van klimaatverandering kun je het beste aanpakken door klein te denken en dichtbij te beginnen. Deze inspirerende docu weet het echter niet altijd klein te houden.
2.0;Bezness as Usual;De frustrerende zoektocht van een zoon naar de ware man achter zijn uit het oog verloren vader.
3.0;"Ratchet &amp; Clank";Een vermakelijk, maar nogal veilig ruimteavontuur dat niet de geweldige gameverfilming is waar iedereen nog altijd op zit te wachten.
1.5;I Am Wrat;Er zijn dus blijkbaar toch films die Nicolas Cage aan zich voorbij laat gaan. John Travolta blijkt minder kieskeurig.
4.5;The Jungle Book;Indrukwekkende remake die met alle respect het origineel verbetert en ondanks alle technische foefjes een hartverwarmend verhaal uitdraagt met sterke personages.
