stars;title;txt
3.5;Nerve;Redelijk opwindend pleidooi tegen socialmediamisbruik onder de jeugd.
3.5;Bacalaureat;Eerlijkheid duurt het langst, maar hoe ga je met deze gedachte om als het noodlot toeslaat? Een Roemeense arts trekt zijn eigen plan als de toekomst van zijn dochter in gevaar komt.
3.0;Light Years;Een jonge moeder lijdt aan dementie. Haar gezin probeert met de situatie om te gaan, maar mist het vermogen tot contact. Een abstract Brits drama voor de liefhebber.
3.0;John Jansen;Een openhartige documentaire over ex-crimineel John Jansen.
3.5;Bridget Jones's Baby;Prettig vervolg overbrugt lange afwezigheid zonder problemen. Bridget Jones heeft dit keer de lach aan haar zwangere buik hangen.
4.5;Chinatown;Roman Polanski's meesterlijke ode aan de film noir is terug op het witte doek.
4.0;Desde Allá;Boeiend, complex mannendrama dat afgelopen jaar de Gouden Leeuw in Venetië won.
4.0;Lo and Behold;Werner Herzog bereikt het onmogelijke: een boeiende en samenhangende documentaire over het onafzienbare internet.
3.0;Ma Ma;Magda en Arturo zijn twee dolende zielen die elkaars pad kruisen. Magda heeft een doodvonnis gekregen, maar heeft nog zo veel om voor te leven. Cruz hoofdrol is van topniveau.
3.5;Blair Witc;Een nieuwe generatie bioscoopbezoekers zal geen (jeugd)trauma oplopen, maar dikke kans dat je die geplande kampeertrip in de bossen alsnog annuleert.
3.5;The Infiltrator;Douaneagent Robert Mazur duikt in dit waargebeurde verhaal als infiltrant onder in de Colombiaanse drugswereld.
2.5;Sully;Clint Eastwood reconstrueert keer op keer de noodlanding op de Hudson-rivier, maar laat het drama wat in het luchtledige hangen.
4.0;Sausage Party;De meest foute, politiek incorrecte komedie van het jaar komt in de vorm van een kleurrijke animatiefilm over pratend voedsel.
4.5;Adios Amigos;Uitstekende remake over drie gehandicapten die hun maagdelijkheid willen verliezen, profiteert van hogere dosis cynisme dan de originele dramedy.
3.5;L'avenir;Isabelle Huppert schittert in dit contemplatieve portret van een Franse filosofielerares die zichzelf gedwongen ziet haar leven opnieuw uit  te vinden.
