stars;title;txt
3.0;The Company You Keep;Imponerende sterrencast onder leiding van Redford schetst beeld van terreurgroep The Weathermen.
1.5;The Haunting in Georgia;Geen vervolg op, maar een zusterproject van The Haunting in Connecticut. Debutant Tom Elkins maakt veel beginnersfouten, laat weinig aan de verbeelding over en legt werkelijk alles uit.
4.0;The Great Gatsby;Een kleurrijke en extravagante achtbaanrit door een van de grootste romans uit de Amerikaanse cultuur.
2.5;Two Mothers;Twee vriendinnen vallen op elkaars zoon. Enigszins vergezochte film zoekt pas laat het drama op.
2.0;Leve Boerenliefde;De ontluikende liefde tussen een veeboer en een glitterjurkjesdragende barbiepop wil maar niet geloofwaardig worden.
4.0;Wadjda;Is deze opmerkelijke film de aanleiding tot een recente wetswijziging in Saoedi-Arabië gew
2.0;In Another Country;Dit onbeduidende Koreaanse drama met een hoofdrol voor Isabelle Huppert is een bijeenraapsel van losse ideetjes.
3.0;The Grandmaster;Oogstrelende nieuwe film van Wong Kar Wai is het lange wachten net niet helemaal waard.
2.0;Olympus Has Fallen;Gerard Butler krijgt het aan de stok met een bende terroristen in een overmatig patriottistisch actiespektakel.
3.0;The Big Wedding;Over de top, maar toch een onderhoudende komedie.
4.0;Quartet;Het regiedebuut van Dustin Hoffman wordt ingevuld door fijne Britse acteurs. Dat het verhaal wat voorspelbaar en de personages wat stereotiep zijn doet er dan niet meer toe.
4.0;Paradies: Hoffnung;Dit afsluitende deel van de Paradies-trilogie van Oostenrijker Ulrich Seidl knoopt de eindjes aan elkaar en slaat interessante verbintenissen. Seidls kenmerkende droge regie blijft in stand.
3.0;Becoming Traviata;Kennismaking met een wereldberoemde opera.
5.0;Jurassic Park 3D;"Niet alleen staat Jurassic Park nog steeds als een huis; het is simpelweg een film waar veel hedendaagse blockbusters nog wat van kunnen leren."
2.0;Evil Dead;Niet zo angstaanjagend als de filmposter belooft. Deze reïncarnatie van Evil Dead is eerder goor dan goed.
