stars;title;txt
2.0;Une Nouvelle Amie;De nieuwe Ozon probeert een lichte komische noot te geven aan een serieus doch tamelijk lachwekkend gegeven. Dat was toch niet helemaal de bedoeling.
2.0;Youre Not You;Een goed bedoelde maar vlakke verfilming van Michelle Wildgens roman over de spierziekte ALS.
3.0;The Salvation;Rauwe western met prachtige beeldvoering.
3.0;Bethlehem;Diplomatieke thriller die beide kampen van het conflict in het Midden-Oosten probeert te belichten.
3.0;Free Range;Dit derde drama van de Estse filmmaker Veiko Õunpuu draait om een ontslagen filmrecensent die geen toekomstplannen heeft. Een ode aan de vrijgevochten jaren zestig.
3.5;Annie;Vrolijke en warmhartige nieuwe versie van de (kerst)klassieker.
3.0;Asterix en Obelix: de Romeinse Lusthof;De twee bekendste Galliërs zijn voor het eerst digitaal geanimeerd in de bioscoop te bewonderen.
4.0;In Order of Disappearance;Gitzwarte Noorse misdaadkomedie die doet denken aan het werk van de gebroeders Coen.
3.5;Mr. Turner;In hun vijfde samenwerking regisseert Mike Leigh acteur Timothy Spall als William Turner: de grootste, maar ondoorgrondelijkste Engelse schilder uit de achttiende eeuw.
3.5;Two Night Stand;Romkom over een uit de hand gelopen onenightstand is een positieve verrassing.
3.5;Silent Ones;Surrealistische trip van een jonge vrouw die zoekt naar haar verdwenen broertje en balanceert tussen leven en dood.
4.0;Het Nieuwe Rijksmuseum: De Film;Een nieuwe invalshoek op de prijswinnende documentaire. Met vaart en veel humor gemonteerd, zonder afbreuk te doen aan de schoonheid der kunsten.
3.0;The Hobbit: The Battle of the Five Armies;Het slotstuk dat twee van de populairste trilogieën aller tijden met elkaar verbindt.
4.0;Gooische Vrouwen ;Een stukje serieuzer maar daardoor niet minder grappig. De langverwachte opvolger is een geslaagd weerzien met de vriendinnen uit het Gooi.
4.0;The Riot Club;Indrukwekkend en vooral zeer naargeestig drama over een geheimzinnige studentenclub die alle grenzen overschrijdt.
