stars;title;txt
2.0;The Deep Blue Sea;Een verstandshuwelijk wordt ingeruild voor een passionele affaire met alle gevolgen van dien, maar beklijven doet het niet.
4.0;Alps;Een hilarische doch verontrustende, absurde komedie als allegorie voor de ontsporing van de Griekse samenleving, van de maker van Dogtooth.
2.0;Battleship;Transformers meets Pearl Harbor in deze gelikte, maar weinig verrassende spektakelfilm van regisseur Peter Berg.
4.5;The Cabin in the Woods;Joss Whedon en Drew Goddard spelen op meesterlijke wijze met het horrorgenre, maar hoe minder je van tevoren weet hoe beter.
3.5;We Bought a Zoo;Matt Damon koopt een dierentuin om het verlies van zijn vrouw te verwerken. Helaas zijn alle dieren net zo depressief als hijzelf.
2.0;Les Adieux à la Reine;De val van het Franse koningshuis bezien door de ogen van het personeel. Een interessant gezichtspunt dat spaak loopt door de matige uitwerking van de personages.
3.0;Poulet aux Prunes;De opvolger van Persepolis heeft zeker zijn charmes, maar de luchtigheid doet het drama meer kwaad dan goed.
2.5;Omar M'a Tuer;In deze verfilming van een geruchtmakende Franse moordzaak vechten twee invalshoeken om de aandacht.
4.5;Kauwboy;Een ontroerend en knap gemaakt jeugddrama dat niet om de hete brij heen draait, maar wel de stereotiepe situaties van moderne genregenoten vermijdt.
4.0;Headhunters;Bloedstollende Scandinavische thriller over een headhunter met Napoleoncomplex.
4.5;Martha Marcy May Marlene;Een meesterlijke mix van drama en thriller met feilloze vertolkingen. Het knap geconstrueerde verhaal neemt een loopje met de kijker, zonder alles voor te kauwen.
4.0;Wuthering Heights;Hoe maak je van een literaire klassieker die al zo vaak is verfilmd, nog iets origineels? Zo dus.
3.5;The Company Men;Koppen rollen in drama over de economische crisis.
3.5;Leven? Of Theater;Deze documentaire van Frans Weisz over het leven van kunstenares Charlotte Salomon vormt een aanvulling op zijn biopic uit 1981. Een persoonlijk en gevarieerd portret.
2.0;Aita;Dit Baskische werk probeert documentaire, kunst en fictie met elkaar te verzoenen. De (kunst)liefhebber zal er nog wel wat mee kunnen, maar het is een zware zit.
