stars;title;txt
2.0;Ron Goossens, Low-Budget Stuntman;Een stuntman probeert zijn vrouw te heroveren door een actrice in bed te krijgen. Onderbroekenlol uit de stal van New Kids.
3.0;The Student;Satirische kruistocht van een radicale eenling.
3.5;Personal Shopper;Een onconventionele arthousethriller met paranormale trekjes en Kristen Stewart als immer boos kijkend middelpunt.
2.5;XXx: Return of Xander Cage;Half remake van deel één en half rip-off van The Fast and the Furious.
4.5;Manchester by the Sea;Een groot drama heeft klusjesman Lee voor altijd getekend. Casey Affleck excelleert in een ijzersterk familiedrama.
3.5;Into the Forest;Een van de meest humane postapocalyptische films van de laatste jaren.
3.5;Split;M. Night Shyamalan verrast met een fascinerende thriller over een ontvoerder met vierentwintig persoonlijkheden.
2.0;Tour de France;Gérard Depardieu en rapper Sadek pingpongen met vooroordelen in deze Franse roadmovie.
3.5;On the Other Side;Het verleden laat zich niet in de doofpot stoppen in deze Kroatische Oscarinzending.
2.5;Cartas de Guerra;Een Portugese legerarts houdt in het verre Afrika de moed erin door te corresponderen met zijn geliefde. Klef en ruw tegelijk.
3.0;Storm: Letters van Vuur;Overtuigende middeleeuwse filmwereld en educatief verantwoord, maar dat gaat een beetje ten koste van het entertainment.
4.0;Magnus;Het Noorse schaakfenomeen Magnus Carlsen is een ware held en deze te korte docu vertelt hoe het zo gekomen is.
4.0;Brimstone;Nederlands duistere bijdrage aan het typisch Amerikaanse filmgenre.
4.0;Lion;De geadopteerde Saroo Brierly probeert zijn Indiase bloedverwanten terug te vinden. Ontroerend regiedebuut met prachtrollen van Dev Patel en Nicole Kidman.
3.0;Patriots Day;De bomaanslagen tijdens de marathon van Boston zijn met veel oog voor detail gereconstrueerd. De klopjacht op de daders is spannend, maar de personages missen nuance.
