stars;title;txt
4.0;If the Sun Explodes;Fraai portret van twee dolende geliefden doet mede dankzij de grotendeels geïmproviseerde dialogen heel natuurlijk aan.
3.5;Het Doet Zo Zeer;Opvallend ingetogen documentaire van debuterend regisseur Heleen van Royen.
4.0;Fences;Levensechte personages en imponerend acteergeweld in dit voor vier Oscars genomineerde familiedrama van Denzel Washington.
4.5;Jackie;Natalie Portman overtuigt en verplettert als first lady Jackie Kennedy in de nasleep van de moord op haar echtgenoot.
4.0;T2 Trainspotting;Na twintig jaar lijkt Mark zijn leven eindelijk op orde te hebben, maar schijn bedriegt in dit geslaagde vervolg op Trainspotting.
3.5;A Cure for Wellness;Humor en een interessante visuele verpakking overschaduwen de maatschappijkritiek in Gore Verbinski's nieuwste film.
3.0;Réparer les Vivants;Een mooi menselijk verhaal dat helaas aan kracht inboet door de vele zijpaadjes.
2.0;Cool Girls;Een tweede Mean Girls is deze flauwe highschoolkomedie zeker niet. Het invullen van clichés werkt hier namelijk niet.
3.5;"Solan &amp; Ludwig: De Grote Kaasrace";Goed gemaakte stop-motion animatiefilm is leuk voor kinderen en volwassenen.
2.5;Spokenjagers;Een bange jongen en een spook moeten samenwerken om het kwaad te stoppen, in deze kloon van Ghostbusters.
3.0;"Lukas &amp; Abel: Vleugelbroertjes";In de Oostenrijkse Alpen vindt een moederloze jongen een jonge arend. Charmant jeugddrama met geringe diepgang.
3.5;John Wick ;In dit vervolg gaat John Wick op wraakqueeste in Rome. De vuist- en vuurgevechten zijn beter gechoreografeerd dan in het origineel.
4.0;Silence;Scorseses schilderachtige boekverfilming is een sprekende reflectie op de betekenis van geloof, moed en opoffering.
2.0;Fifty Shades Darker;Het tweede deel van de Vijftig Tinten Grijs-trilogie is zo braaf, dat het billenkoek verdient.
4.0;Paterson;De poëzie van het alledaagse leven.
