stars;title;txt
4.0;Much Ado About Nothing;Strak vasthouden aan de oude teksten van Shakespeare en toch een frisse, moderne romantische komedie maken? Laat dat maar aan Joss Whedon over.
3.0;Winter Nomads;Bekroonde documentaire over twee parttime schaapherders. Om hem te kunnen waarderen, moet je je er compleet aan overgeven.
2.5;Shell;Stil spel en natuurshots vormen de boventoon in dit enigszins saaie drama van debuterend speelfilmregisseur Graham.
3.5;Pelle en de Dierenrovers;Grappige en spannende kinderanimatie van uitstekende kwaliteit.
4.5;The Wolf of Wall Street;Martin Scorseses beste film sinds Casino.
4.5;Philomena;Ongebruikelijke mix van drama en humor over een heel serieus onderwerp. Judi Dench is ontzagwekkend briljant als een eenvoudige vrouw op zoek naar antwoorden.
4.0;Wakker in een Boze Droom;Emotionele en bemoedigende documentaire over drie vrouwen en hun strijd tegen borstkanker. Een persoonlijk en gedurfd portret.
4.5;Nymphomaniac (II);Op en top Von Trier, en als geheel misschien wel de beste film van de controversiële Deen in het nieuwe millennium.
4.0;Hemel op Aarde;De eerste echte Limburgse speelfilm is meer dan dialect en Rowwen Hèze. Het is een universeel en tijdloos jeugddrama over het wonder van de eerste verliefdheid.
3.0;The Congress;Ambitieus maar verwarrend scifi-animatiedrama waarin Robin Wright (als zichzelf) de keuze krijgt om eeuwig jong te blijven, maar de consequenties hiervan niet kan aanvaarden.
3.5;Violette;De verfilming van het leven van schrijfster Violette Leduc is geen makkelijke zit, maar het loont.
3.0;Delivery Man;Deze sympathieke Amerikaanse remake van de Canadese kaskraker Starbuck is meer 'feel good' dan komedie.
2.5;The Secret Life of Walter Mitty;Verfilming van beroemd verhaal is meer commercial dan speelfilm.
4.5;Fruitvale Station;De laatste dag in het leven van Oscar Grant, voorafgaande aan de schokkende gebeurtenissen van nieuwjaarsdag 2009.
2.0;Justin Biebers Believe;Promotiefilm met een mediabewuste Justin Bieber.
