stars;title;txt
4.0;The Grey;Overlevenden van een vliegtuigcrash nemen het op tegen hongerige wolven in deze spannende survivalthriller.
3.0;Albert Nobbs;Een ingetogen, maar knappe hoofdrol voor Glenn Close in dit richtingsloze Ierse drama.
3.0;Contraband;Mark Wahlberg kan zijn familie alleen redden door het criminele pad nog eenmaal te bewandelen.
1.5;Paradiso;Dit gehaaste eerbetoon aan de poptempel van Nederland is een stroom aan beelden, interviewtjes en impressies. De overdadige split screens maken er een uitputtende kijkervaring van.
3.5;Young Adult;De nieuwe tragikomedie van Jason Reitman mist af en toe de scherpte van zijn vorige films, maar blijft goed overeind door het scenario en de sterke rol van Charlize Theron.
3.0;Plan C;Een quasi-serieuze rol voor Ruben van der Meer zal voor sommigen wennen zijn, maar de ex-Lama brengt het er heel behoorlijk vanaf.
1.5;Project X;Een feest dat volledig ontspoort, kan best vermakelijk zijn, maar Project X zit zo ondoordacht in elkaar dat onbedoeld een beeld ontstaat dat recht tegen de visie van de makers indruist.
3.0;The Mill and the Cross;De Poolse filmmaker Lech Majewksi creëerde een levend schilderij naar een bekend werk van Bruegel. Ondanks het gebrek aan plot een indrukwekkend schouwspel.
3.0;Man on a Ledge;Sam Worthington balanceert op een richel, terwijl aan de overkant een juwelenroof gaande is.
2.5;170 Hz;Bijzondere debuutfilm over twee verliefde en tevens dove tieners mist inhoud.
4.0;Abrir Puertas y Ventanas;Drie zusjes, een buitenhuis in Buenos Aires en een zwoele zomer. Genoeg ingrediënten voor een prachtige film.
4.0;Hesher;Een onconventioneel Amerikaans drama dat in geen enkel hokje te stoppen valt. Jospeh Gordon-Levitt laat maar weer eens zijn veelzijdigheid als acteur zien.
3.5;Taped;Barry Atsma en Susan Visser op de vlucht voor de Argentijnse politie in spannende Nederlandse thriller.
2.0;This Means War;Redelijke actieromkom moet het vooral hebben van de grappen in het verder matige scenario.
3.0;Alles Van Waarde;De nieuwe documentaire van Frans Bromet verwoordt een persoonlijke angst en ergernis. De maker heeft zeker een punt als het gaat om de verwoestende managementcultuur.
