stars;title;txt
4.0;Slumdog Millionaire;Slumdog Millionaire behandelt zware onderwerpen, maar is desondanks een pulserende en positieve film.
2.5;Transporter 3;"Jason Statham is weer terug als de stoere ""transporter"". Met auto en periodiek zonder shirt."
2.5;New In Town;Matige romantische komedie die héél af en toe een glimlach tevoorschijn tover
2.5;The Pink Panther ;Flauwe komedie die het moet hebben van de bijrollen.
3.0;Bolt;De nieuwe 3D-animatiefilm van Disney heeft een zekere charme, maar is slechts sporadisch grappig en veel te voorspelbaar.
4.0;Frozen River;Armlastige moeder in de ijskou op smokkelaarspad in het Oscargenomineerde filmdebuut van Courtney Hun
4.5;Synecdoche, New York;Een hypochondrische, egocentrische theaterregisseur die een stuk wil maken over alles: dat moet een film van Charlie Kaufman zijn
3.0;The Meerkats;Een mooi gefilmde documentaire over een jaar in het leven van een familie stokstaartjes, met de stem van Paul Newman als verteller.
3.5;Doubt;Vermeend misbruik op een katholieke school. En dat in Amerika! Doubt brengt een even bekend als beladen onderwerp.
1.0;Spion van Oranje;Überfoute actiekomedie van de pas negentwintigjarige Tim Oliehoek die geen enkel lachsalvo opwekt.
2.5;Eldorado;Weidse vlaktes en een stralende zon. Op sommige momenten waan je je niet langer in België
4.5;The Curious Case of Benjamin Button;Een intrigerende film met een fantasierijk verhaal, interessant behandelde themas en een prachtige stijl.
2.5;Vinyan;Regisseur Du Welz houdt van beklemmende omgevingen, maar verwaarloost zijn personages.
4.0;Gomorra;Geen maffiaromantisering, maar de naakte waarheid. Gomorra valt rauw op je dak.
5.0;The Good, the Bad and the Ugly;Drieënveertig jaar na dato zijn de beelden van deze spaghettiwestern nog even ontzagwekkend. Vooral op een groot bioscoopdoek.
