stars;title;txt
4.5;Le Silence de Lorna;Het gecompliceerde verhaal wordt nergens onplausibel en de laatste scène is prachtig poëtisch.
3.0;Max Payne;Verfilming van de gelijknamige game.
3.0;The Mourning Forest;Eén immense metafoor.
3.5;The Last Days of Shishmaref;Louter presenteert zijn statement door simpelweg de cultuur te tonen en de kijker zelf conclusies te laten trekken.
3.5;Hunger;Een uiterst akelige ervaring maar een goede film.
2.0;Eagle Eye;Vrij statige film.
3.0;Death Race;Een verrassend vermakelijke B-film met leuke slechte dialogen, dito verhaal en spectaculaire actiescènes.
2.0;Bottle Shock;Met clichématige afdwalingen zien we de opkomst van Californische wijn in de jaren zeventig.
2.5;Sagan;Is het dan echt zo moeilijk een geslaagde biopic te maken
2.5;Il Dolce e l'Amaro;Het script is karig, de personages flets en ondanks veel geweld komt de agressieve machocultuur niet uit de verf.
3.5;Tropic Thunder;De sterren van Scorched (I  VI), Satans Alley en the Fatties proberen een Vietnamfilm te maken.
2.0;Babylon A.D.;De belevenis van de kijker komt mijns inziens in het geding wanneer concepten in een genre keer op keer worden gerecycled.
3.5;The Bank Job;De heist is ondanks alle onderbrekingen overigens wel de moeite waard.
4.0;Brideshead Revisited;Deze versie is daarmee vooral een compliment voor het origineel.
3.0;Y.P.F.;Met zon titel kan het al haast niet misgaan.
