stars;title;txt
3.5;The Legend of Longwood;Jong meisje ontdekt een mysterieus verleden in een Iers dorpje.
3.5;Taxi Teheran;De Iraanse filmmaker Jafar Panahi filmde in het geheim de kleurrijke inwoners van Teheran.
3.5;Testament of Yout;Tragisch Brits oorlogsdrama over een inspirerende pacifiste blijft iets te veel hangen in misère.
4.0;Spy;De komische timing van Melissa McCarthy gecombineerd met de wervelende actiescènes van Paul Feig bewijzen dat er best plek is voor nog een Bond-parodie.
3.5;El Desierto;Boeiend menselijk drama tegen de achtergrond van de zombieapocalyps.
2.0;Rendez-vous;Zwalkende thrillerverfilming van een spannend boek van Esther Verhoef. De vrouwelijke hoofdpersoon toont weinig ballen.
3.5;Man Up;Een enerverend dagje en nachtje doorhalen met Simon Pegg en Lake Bell die de date van hun leven beleven, maar onder valse voorwendselen.
4.0;Between the Devil and the Deep;Intrigerende documentaire over een Zuid-Afrikaanse vissersgemeenschap in gevaar: hun enige kans op rijkdom is de vangst van een bedreigde diersoort.
3.5;Dancing Arabs;Israëlisch drama over een jonge Palestijn op zoek naar een eigen identiteit.
3.0;Unfriended;Als pesten tegenwoordig digitaal gaat, kun je er natuurlijk op rekenen dat de vergelding dat ook doet.
2.5;San Andreas;Rampenfilm die doet wat ie moet doen.
4.5;Charlies Country;Een confronterend drama rondom de problematische situatie van de Aboriginals in Australië.
3.5;Schneider vs. Bax;De nieuwe van Alex van Warmerdam daagt je uit: ben je voor Schneider of voor Bax
2.5;Good Kill;De moderne manier van oorlogvoeren gebeurt vanuit de luie stoel in een container in Nevada. Majoor Tom Egan mist de spanning. Het publiek van Good Kill waarschijnlijk ook.
2.0;Woman in Gold;Waargebeurd verhaal over een Tweede Wereldoorlog-slachtoffer dat een geroofd kunstwerk terug wil hebben. En dat is niet zomaar een kunstwerk.
