stars;title;txt
3.5;Hellboy II: The Golden Army;Hellboy is weer terug! En dit keer moet hij het opnemen tegen een heel leger.
2.0;Star Wars: The Clone Wars;Geanimeerde vertelling over een missie van Anakin Skywalker en Obi-Wan Kenobi in de Star Wars-saga.
2.5;Cordero de Dios;Regisseuse Lucía Cedrón is duidelijk niet geïnteresseerd in politieke feiten of actie en richt zich meer op het familiedrama.
1.0;Meet Dave;Flauwe komedie met Eddie Murphy als buitenaards wezen die in zijn schip, gelijkend op een echt mens.
3.0;Factory Girl;Historisch getint drama rondom Edie Sedgwick als de tijdelijke muze van Andy Warhol.
2.5;Savage Grace;Zelfs Julianne Moore kan de film niet uit zijn melodramatische koers halen
1.5;Julia;Regisseurs Erick Zonca en Camille Natta vullen hun film met shockerende scènes in een poging de armoedigheid van het verhaal te verbloemen.
3.5;Mongol;Eenzijdig positief beeld van Ghengis Khan, maar is verder een aardige historisch epos dat aan de eisen van het genre voldoet.
2.5;Fireflies in the Garden;Willem Dafoe ouderwets goed in een traag en oppervlakkig familiedrama.
3.5;You Dont Mess With The Zohan;Hilarische taferelen rondom het welbekende Midden-Oostenconflict met hairstyling als dé oplossing voor alle problemen.
2.0;The Mummy: Tomb of the Dragon Emperor;Niet veel soeps, en bovendien mummieloos.
3.0;Married Life;Ze hebben een perfect huwelijk...of toch niet ech
2.5;El cielo, la tierra y la lluvia;Twee uur lang spaarzame dialoog is in dit geval wat veel van het goede.
4.0;The Children of Huang Shi;Roger Spottiswoode zorgt voor een integere Chinese film met  Hollywoodachtige tranentrekkerij.
4.0;Lemon Tree;Realistisch vormgegeven drama van de hand van de Israëlische cineast Eran Riklis.
