stars;title;txt
3.0;No et Moi;Daklozen krijgen een gezicht in No et Moi, een aardige film over een dakloze tiener en een nog jonger, eenzaam meisje.
4.0;La Pivellina;Een film die met zijn documentairestijl eerlijkheid en integriteit aanbrengt in een eenvoudig plot, met ontroerende scènes als gevolg.
5.0;The King's Speec;Masterclass acteren van Colin Firth en Geoffrey Rush.
2.0;No Strings Attached;Natalie Portman had na Black Swan blijkbaar behoefte aan iets luchtigers en het resultaat is deze inwisselbare romantische komedie.
1.5;Chalet Girl;De regisseur van Chalet Girl heeft geen moeite gedaan om origineel te zijn en slaat op ieder front de plank mis.
3.5;"Gnomeo &amp; Juliet";Romeo en Julia met tuinkabouters is net zo grappig als op basis van deze pitch mag worden verwacht. Helaas alleen niet zo romantisch.
3.5;Les Petits Ruisseaux;Een luchtige en typisch Franse komedie, die enkel teleurstelt in haar simplistische boodschap.
1.0;Pizzamaffia;Hij begon zo veelbelovend met Vet Hard, maar regisseur Tim Oliehoek trekt de dalende lijn die begon met Spion van Oranje helaas door.
1.5;Season of the Witc;De balans op het cv van Nicolas Cage tussen goede en slechte films begint steeds meer door te slaan naar de laatste categorie.
3.5;True Grit;De nieuwste film van de Coens is wederom vakmanschap, maar mist de scherpzinnigheid of diepgang die we gewend zijn.
4.0;Poetry;Een mooie film over het zoeken naar verborgen schoonheid in een wereld vol lelijkheid en narigheid.
5.0;Incendies;Een speurtocht naar twee verloren gewaande familieleden, verpakt als een spannende thriller: Incendies is een zeldzaam meesterwerk.
2.5;Gulliver's Travels;Met een hoop flauwe humor en voorspelbare situaties is Gullivers Travels niet voor iedereen weggelegd. Alleen vermakelijk als je hem totaal niet serieus neemt.
3.0;Mijn Opa de Bankrover;Personages beginnen soms spontaan te zingen in deze onevenwichtige, maar vrolijke familiefilm van de makers van Polleke.
5.0;Biutiful;Javier Bardem speelt de sterren van de hemel in dit meesterlijke drama van Alejandro González Iñárittu, de regisseur van Babel en Amores Perros.
