stars;title;txt
1.0;The Emoji Movie;Meh.
4.0;The Big Sick;Het noodlot treft een komiek die op het punt staat om door te breken. Snel, gevat en emotioneel krachtig.
3.0;L'Amant Double;Sterk opgezet drama, dat halverwege aan spanning inboet.
3.0;Vincent;Vincent wil dood. Zijn familie wil dit voorkomen. Lastige mix van drama en komedie van de makers van Aanrijding in Moskou.
3.0;Valerian and the City of a Thousand Planets;De duurste Franse film ooit is een ware lust voor het oog.
1.5;Girls Night Out;Vijf vriendinnen die een lijk moeten zien weg te werken. Dat kan heel leuk zijn.
3.5;Bigfoot Junior;Prachtige animatiefilm over een jongen die zijn ware zelf ontdekt als hij oog in oog komt te staan met zijn dood gewaande vader.
4.0;Dunkirk;Christopher Nolans oorlogsfilm bevat aangenaam weinig oorlogsactie.
4.0;Wakefield;Voyeurisme is zijn extreemste vorm met een weergaloze hoofdrol voor Bryan Cranston.
3.5;Sing Song;Aanstekelijke musical over Suriname en je wortels zoeken.
3.0;Summer 1993;In het aidstijdperk moet een zesjarig kind in Catalonië een nieuwe plek in de maatschappij zien te vinden.
4.0;War for the Planet of the Apes;Kleine en intieme oorlogsfilm die worstelt met de ethiek van oorlogvoeren. Een sterke afsluiter voor Caesars trilogie.
2.0;Wish Upon;Een naïeve tiener en haar moordlustige muziekdoos maken voor een vrij duf horrorsprookje.
4.0;Una;Rooney Mara en Ben Mendelsohn zijn prachtig in dit drama over seksueel misbruik.
4.0;Louise en Hiver;Ontroerende animatiefilm over een bejaarde dame die zielsalleen de winter doorbrengt aan de kust.
