stars;title;txt
3.0;Prince of Persia: The Sands of Time;Exotische paleizen, spectaculaire stunts en magische zandstormen: Prince of Persia is een amusante start voor een mogelijk succesvolle franchise.
3.5;Robin Hood;Het verhaal achter de mythische weldoener hebben we nog niet zo vaak gehoord, maar een nieuwe visie levert het helaas niet op. Wat resteert is een sterke actiefilm
4.0;Soul Kitchen;Fatih Akin bewijst met deze smaakvolle komedie wederom tot de grootste talenten van de Europese cinema te behoren.
4.0;Yo, También;Sterk sociaal drama over een bijzondere relatie waarin een man met het syndroom van Down centraal staat. Lola Dueñas en Pablo Pineda leveren ijzersterk acteerwerk.
3.5;Balibo;Een gemis aan grote sterren is het grootste probleem van deze idealistische film, die een vergeten pagina uit de geschiedenis bekender wil maken.
3.0;Date Night;Steve Carell en Tina Fey maken het verschil in vlotte formulefilm.
2.0;The Immortal;Jean Reno is op dreef in deze stilistisch fraaie, maar inhoudelijk nogal voorspelbare gangsterfilm.
3.5;Gordos;Fijne Spaanse dramedy over de strijd tegen de kilos en de vele emoties daarachter.
2.5;Kom Niet Aan Mijn Kinderen;Heel Nederland leefde ooit mee met Janneke Schoonhoven, wier kinderen waren ontvoerd door haar ex-man. De verfilming haalt het niet bij de emotionele journaalbeelden van toen.
2.5;Les Barons;Belgische multicultikomedie over luie Marokkaanse jongens zwalkt tussen slapstick en drama.
3.5;Deliver Us from Evil;Deense thriller die overtuigend begint maar uiteindelijk net iets teveel probeert.
4.0;Baaria;Niet het meesterlijke epos dat de regisseur voor ogen had, maar wel een visueel betoverende Europese film.
3.5;Iron Man ;"Niet beter of slechter dan zijn voorganger; wederom een prima brok zomerentertainment."
4.0;Fantastic Mr. Fox;De zesde film van Wes Anderson is vooral leuk. Heel erg leuk.
3.0;Return to Hansala;In dit drama, waarin belangrijke nuances jammer genoeg ontbreken, zijn illegale vluchtelingen uit Marokko lastige business voor een Spaanse begrafenisondernemer.
