stars;title;txt
3.5;Rien à Déclarer;Dany Boon, regisseur van kassucces Bienvenue Chez les Chtis, komt opnieuw met een komedie over vooroordelen en intolerantie. Het pakt nog grappiger uit.
2.0;Howl;James Franco speelt de hoofdrol in deze experimentele, maar saaie biopic die bijzonder weinig in de Nederlandse bioscopen te zoeken heeft.
2.0; Mei;Boeiend uitgangspunt van een terroristische aanslag in een winkelcentrum ontaardt in vermoeiende psychedelische film vol herhalingen.
4.0;Welcome to the Rileys;Debuterend regisseur Jake Scott levert een prachtig klein familiedrama met indrukwekkende rollen af.
5.0;Mistérios de Lisboa;Een subliem epos van Raúl Ruiz over de kunst van het verhalen vertellen, met prachtige beeldcomposities en belichting.
3.5;Mine Vaganti;Homoseksualiteit en subtiele humor blijken toch prima samen te kunnen gaan in deze mooi gefilmde Italiaanse productie. Op een paar scènes na althans.
3.0;Pirates of the Caribbean: On Stranger Tides;Het vierde avontuur van Jack Sparrow valt gelukkig niet al te veel in herhaling, maar brengt helaas niets wat echt bij zal blijven.
3.0;Hobo With a Shotgun;Hobo With a Shotgun is een ongeveinsde B-film vol excessief geweld.
3.5;The Troll Hunter;Wie een zinderende avonturenfilm verwacht, komt bedrogen uit. Maar dat maakt de film juist zo leuk.
3.5;Unknown;Prima actiethriller met Liam Neeson in de hoofdrol moet het hebben van topcast en vermakelijke plottwists.
4.0;Amer;Meesterlijk gestileerde ode aan oude Italiaanse thrillers is een benauwende en verontrustende nachtmerrie.
2.5;También la Lluvia;Het iets te politiek getinte Tambien La Lluvia weet maar niet meeslepend te worden.
4.0;La Vida de los Peces;Klein, ingetogen, maar meeslepend drama van Chileense bodem.
3.0;Made in Dagenham;Made in Dagenham weet een veelbelovend begin niet door te zetten, waardoor alleen actrice Sally Hawkins indruk weet te maken.
2.5;Angèle et Tony;Frans drama heeft een aardig uitgangspunt, maar mist op momenten subtiliteit.
