stars;title;txt
2.5;DOA: Dead or Alive;Ode aan op games gebaseerde stupide vechtfilms kunnen noemen, maar voor plot, dialoog en acteerwerk moet je ergens anders zijn.
3.5;Letters From Iwo Jima;Dan weer uniek en fascinerend, dan weer onorigineel of slaapverwekkend, maar wel de moeite waard.
3.5;The Good Shepherd;Een ambitieuze, degelijke politieke thriller.
4.0;The Death of Mr. Lazarescu;Lange, onopgesmukte film die de koude, analytische omgeving van ziekenhuizen toont.
3.0;Night at the Museum;Klassieke Hollywoodconstructie: een held ondervindt problemen en aan het eind van de film heeft hij ze overwonnen.
4.0;The Last King of Scotland;Forest Whitaker eist in elk shot de aandacht op als de charmante maar moorddadige en paranoïde dictator Idi Amin en is tegelijk charmant en angstaanjagend.
4.0;A Prairie Home Companion;Nostalgisch, licht melancholisch en een waardig afscheid van een grootmeester.
4.0;The Way I Spent the End of the World;Een opvallend positief coming-of-ageverhaal in Roemenië ten tijde van Ceausescus bewind.
4.0;Blind;Sterk geacteerd, prachtig geschoten debuut van Tamar van den Dop.
4.5;The Prestige;Filmgoochelaar Nolan laat op het witte doek een fantastische truc zien.
3.0;Miss Potter;Een ietwat brave, maar genietbare film over het leven van Beatrix Potter, die met haar verhaaltjes over Peter Rabbit en consorten een tijdloze creatie bedacht.
4.0;Die Unerzogenen;Met veel point-of-view shots en weinig kunstmatig licht weet de vaste Carlos Reygadas cameraman Diego Martinez Vignatti een heel intiem, ongepolijst portret te maken van een verloren meisje van veertien.
4.5;12:08 East of Bucharest;Een fris debuut en een hilarisch portret van zomaar wat mensen in een Roemeens dorp aan de vooravond van Kerstmis.
4.0;Wattstax;Een vermakelijke mix van gesprekken over sociale en politieke onderwerpen en swingende soulmuziek.
4.5;Rescue Dawn;Een prachtige ode aan het doorzettingsvermogen en de overlevingsdrang van de mens.
