stars;title;txt
1.5;ATM;Thriller die zich afspeelt in een pinhokje is zo spannend als een bankafschrift.
3.0;Comme un Chef;Deze komedie over de strijd van een sterrenchef om zijn drie Michelinsterren te behouden, mist pit en echte romantiek, maar is een lekker luchtig tussendoortje.
2.0;Step Up 4 Miami Heat;Vierde deel in de Step Up-reeks ziet er gelikt uit en heeft vlotte moves, maar het verhaal en de personages zijn nog altijd van ondergeschikt belang.
3.5;Les Neiges du Kilimandjaro;Inspirerende Franse film over het echte leven.
4.0;Volcano;IJslands drama schetst een treffend en authentiek familieportret.
3.5;Woody Allen: A Documentary;Deze spoedcursus Woody Allen blijft helaas wat oppervlakkig, maar is toch leuk voor de fans, hoewel die beter af zijn met de langere televisieversie.
4.0;The Dark Knight Rises;De krachtpatserij van schurk Bane reflecteert de stijl van regisseur Nolan: veel uiterlijk vertoon ter maskering van eventuele zwaktes. Een effectieve strategie zo blijkt.
4.5;Sleep Tight;Jaume Balagueró joeg ons de stuipen op het lijf met [REC]. Zijn nieuwste film, de gitzwarte thriller Sleep Tight, bewijst dat hij ons ook zonder (veel) bloed en zombies kan laten gruwelen.
4.0;11 Flowers;Semiautobiografisch jeugddrama van een vooraanstaand Chinees regisseur. De nadruk ligt op de belevingswereld van de jonge hoofdpersoon en niet op de historische context.
3.5;7 Days in Havana;Zeven korte films met grote verschillen in stijl en genre leveren samen een vermakelijk en afwisselend geheel op.
4.0;Brave;Typische Disneyfilm mist Pixaruitstraling, maar is desondanks een frisse verschijning.
1.0;"Joris &amp; Boris en het Geheim van de Tempel";Spin-off van Martijn van Nellestijns Sint-reeks, waarin hij zelf een zeer dominante hoofdrol speelt. Het is creatieve armoe troef, waarbij schaamteloos is geleend van Bassie en Adriaan.
3.5;Madagascar 3: Europes Most Wanted;De eeuwig verdwaalde dierentuinbewoners zijn terug in een kleurrijke en vermakelijke avonturentocht door Europa, waar het viertal zich aansluit bij een circusgezelschap.
2.0;Magic Mike;Ex-stripper Channing Tatum geeft een inkijkje in zijn voormalige beroep. De diepgang en nuance zijn ver te zoeken en de getalenteerde cast wordt gemuilkorfd door een mager script.
4.0;How I Spent My Summer Vacation;Mel Gibson is het acteren zeker nog niet verleerd, zo blijkt met deze rol als keiharde crimineel.
