stars;title;txt
3.5;Glassland;Schrijnend portret van een verstoorde moeder-zoonverhouding en de invloed die verslaving kan hebben op een gezin.
3.0;Human;De mensheid en haar emoties en meningen samengebald in ruim drie uur aan intieme relazen. Een flinke zit die beter tot zijn recht was gekomen als serie.
3.0;Y Aura-t-Il de la Neige à Noël;Gerestaureerde versie van Frans gezinsdrama uit 1996 over een moeder die zeven kinderen heeft van een getrouwde man.
3.5;The Good Dinosaur;De tweede Pixar van 2015 is een aardige middenmoter, maar mist de finesse en magische uitwerking van veel voorgangers.
2.0;The Program;Lance Armstrong: zeven Tourzeges, één oplichter. Geen motivatie.
3.5;Maryland;Psychologische thriller waarin de spanningsboog te vroeg knakt. Matthias Schoenaerts houdt desondanks het publiek in bedwang met zijn intense acteerspel.
3.5;Virgin Mountain;De IJslandse versie van The 40 Year Old Virgin.
3.5;Je Suis Mort Mais JAi des Amis;Zanger Jipé raakt zijn stem kwijt en gaat dood in een kuil. Zijn rockvrienden bewijzen hem de laatste eer. Een ietwat platte, maar oprechte komedie uit Wallonië.
2.0;A Family Affair;Een man op zoek naar de waarheid achter zijn arrogante grootmoeder.
3.5;The Hunger Games: Mockingjay  Part ;Katniss laatste avontuur moet even op gang komen, maar weet zich uiteindelijk op degelijke wijze te onderscheiden van andere slotfilms.
4.5;The End of the Tour;Rolling Stone-journalist David Lipsky krijgt vijf dagen om succesauteur David Foster Wallace het hemd van het lijf te vragen. Het levert een intrigerend acteursfilm op.
4.0;Regression;Intelligente thriller van de maker van The Others over geloof en bijgeloof en vooral over de vraag wat dit doet met de psyche van een gemeenschap.
2.0;Scouts Guide to the Zombie Apocalypse;Een grappig en origineel uitgangspunt, maar de uitwerking blijkt een flinke teleurstelling.
4.0;A Perfect Day;De Balkanoorlog bezien door de ogen van hulpwerkers. De realiteit van hun werk is ruw, meedogenloos en hard, maar ook doorspekt met humor.
4.0;Is the Man Who Is Tall Happy;Een diepgaand filosofiecollege, behapbaar dankzij een vleugje Franse dromerigheid.
