stars;title;txt
3.0;Jack Reacher;Tom Cruise luidt het Nederlandse bioscoopjaar uit, maar niet met een daverende knal.
4.0;Life of Pi;Hoe langer je nadenkt over deze visueel indrukwekkende film, hoe roerender en aangrijpender hij wordt.
2.0;Het Bombardement;Het acteerwerk van Jan Smit is nog het minst grote probleem van deze Titanic-kloon. De finale kan niet meer goed maken dat de oorlog is gedegradeerd tot bijzaak.
5.0;West Side Story;De musicalklassieker, nu fantastisch gerestaureerd. Een recensie met een persoonlijk tintje.
1.0;So Undercover;Inspiratieloze komedie is grappig noch geloofwaardig.
4.0;Searching for Sugar Man;Intrigerend en enthousiasmerende muziekdocumentaire over de mythische Amerikaanse zanger Rodriguez. Hij maakte slechts twee albums maar is een ster in Zuid-Afrika.
2.5;Du Vent dans Mes Mollets;Franse sociale komedie wil veel, maar blijft hangen in middelmatigheid.
1.5;Playing for Keeps;Een weinig geslaagde mix van drama, komedie en romantiek van de maker van The Pursuit of Happyness. Deze slappe hap speelt de volle honderd minuten op safe.
2.5;Hotel Transsylvanië: Hotel vol Monsters;Een mooi vormgegeven en dynamische animatiefilm die door zijn cartooneske stijl alleen voor de doelgroep te genieten zal zijn.
3.5;Caesar Must Die;Film van gebroeders Taviani laat fictie en realiteit in elkaar overvloeien.
4.0;Seven Psychopaths;Een regelmatig hilarische, zelfbewuste genresatire van de maker van In Bruges.
2.0;Deadfall;Een gewaagde, maar ongelukkige combinatie tussen thriller en familiedrama. De spanning schittert door afwezigheid.
3.0;"Ernest &amp; Célestine";Ouderwetse kinderanimatiefilm met charmant verh
2.5;The Words;Nodeloos ingewikkeld, maar desondanks prima te volgen drieluik waarin het beroep van schrijver centraal staat. Alleen de verhaallijn over een plagiërend auteur is echt de moeite waard.
3.0;The Broken Circle Breakdown;Van Groeningens muzikale drama laat wat steekjes vallen.
