stars;title;txt
2.5;De Poel;Een dappere poging om de Nederhorror nieuw leven in te blazen, maar helaas geen schot in de roos.
4.0;The Wind Rises;Roerende afscheidsfilm van animatiegrootmeester Hayao Miyazaki.
3.5;De 100-jarige Man die uit het Raam Klom en Verdween;Heerlijk lichtvoetige en fantasierijke verfilming van het gelijknamige boek met kleurrijke personages, droogkomische humor en explosies. Véél explosies.
2.5;The Railway Man;Warrige film gebaseerd op de memoires van Eric Lomax over zijn tijd in een Jappenkamp en de gevolgen daarvan.
3.5;The Amazing Catfis;Bijzonder gezinsportret over een eenzaam meisje dat wordt opgenomen in een druk gezin. Er ontstaat een bijzondere afhankelijkheidssituatie.
1.0;Reasonable Doubt;Reasonable Doubt is zo beneden alle peil dat het wel eens een carrièrekiller zou kunnen zijn.
3.0;The Amazing Spider-Man ;Het is vooral de jonge garde die dit superheldenvervolg glans geeft.
2.5;The Other Woman;Deze komedie over drie getergde dames die dezelfde man een lesje willen leren is niet vilein genoeg. Hun wraak zou zoet moeten zijn, maar het ontbreekt de vrouwen aan inspiratie.
3.5;Love Eternal;Op de eerste internationale hoofdrol van Robert de Hoog valt weinig af te dingen. Hij opereert wel in een complex drama met nog complexere thematiek.
4.0;Les Garçons et Guillaume, à Table!;Charmant en geestig drama over zoektocht naar identiteit.
2.0;Last Hijack;Hybride documentaire over de complexe problematiek rondom de Somalische piraterij.
4.0;Les Salauds;IJzersterk, naargeestig wraakdrama van Claire Denis waarin achter seksueel misbruik een woedende aanklacht van modern kapitalisme in Frankrijk schuilgaat.
3.5;Diplomatie;Toneelverfilming over het lot van Parijs dat wordt beslecht door een Duitse generaal en een Zweedse consul. De dialogen vlammen niet voortdurend, maar de cast maakt een boel goed.
3.0;Minuscule;Insectenavontuur in een mix van animatie en live-action.
4.0;Metro Manila;Spannend en aangrijpend drama over radeloze man die steeds grotere risicos neemt om zijn gezin te kunnen onderhouden.
