stars;title;txt
3.0;Maïdan;Belangrijk tijdsdocument over de demonstraties op het centrale plein van Kiev in de winter van 2013-2014.
4.0;Edge of Tomorrow;Tom Cruise vervolgt na Oblivion zijn loopbaan als scifi-actieheld en krijgt nu niet alleen ruzie met aliens, maar ook met de tijd. Intelligent, bot en ruw gefilmd.
4.0;Enemy;Denis Villeneuve bewijst dat Incendies en Prisoners geen toevalstreffers waren.
3.0;Maleficent;Angelina Jolie kruipt in de huid van de engste Disney-schurk aller tijden.
3.0;A Million Ways to Die in the West;Seth MacFarlanes nieuwste komedie, met ditmaal het Wilde Westen als setting.
3.5;Shirley: Visions of Reality;Verbluffend precieze reconstructies van Edward Hoppers schilderijen.
4.5;X-Men: Days of Future Past;Singers terugkeer naar de filmserie die hij op de kaart zette, levert niet alleen de beste X-Men-film op, maar sowieso één van de allerbeste superheldenfilms.
4.0;Starred Up;Met behulp van een sterke cast deelt het rauwe Brits gevangenisdrama Starred Up rake klappen uit.
4.0;Blue Ruin;Het is oog om oog in deze wraakfilm die doet denken aan de gebroeders Coen en Alex van Warmerdam: uitgebeend, sinister én om je rot te lachen.
4.0;Aftermat;Indrukwekkend drama over oorlogsmisdaden in een thrillerjasje.
2.0;Walk of Shame;Elizabeth Banks als verdwaalde nieuwslezeres die in haar uitgaanskledij op tijd in de studio moet zien te komen.
4.0;1: Life on the Limit;Een kleurrijk en integer portret van de geschiedenis van de Formule 1, waarin werkelijk iedereen van vroeger en nu aan het woord komt.
3.5;Parts of a Family;Een lang huwelijk hoeft niet per se een gelukkig huwelijk te zijn.
2.5;Sabotage;Arnold Schwarzenegger is terug, maar helaas opnieuw in een formulematig werkje dat snel vergeten zal worden.
4.0;Godzilla;Gareth Edwards bewerkt het bekende monsterepos tot een moderne en realistische rampenfilm. Het script laat nog wat te wensen over, maar de beeldschone destructie maakt veel goed.
