stars;title;txt
4.0;A Mighty Heart;Interessant portret van een indrukwekkende vrouw die zichzelf ondanks alles overeind wist te houden.
4.0;Half Nelson;Ryan Gosling geeft een masterclass in acteren.
4.5;Once;Once is een realistische musical? Kan dat dan
4.0;Talk to Me;]De geweldige acteurs maken van een conventionele biopic een mooie, grappige en soms ontroerende film.
4.0;The Bourne Ultimatum;Bourne is terug. En hoe!
3.0;No Reservations;Degelijke genrefilm met aardig acteerwerk en mooie beelden van New York.
3.5;Crank;De beste gameverfilming die niet op een game is gebaseerd.
4.5;Belle de Jour;Is deze Belle na veertig jaar nog steeds zo mooi en controver
3.5;Hairspray;Onderhoudende film waar je huppelend bij wegloopt. Wat wil je bij een musical nog meer
3.0;1408;Zo nu en dan een sterke, effectieve horrorfilm.
2.0;Bordertown;Goed werk van Lopez, maar de film heeft bar weinig te melden.
3.0;The Lookout;Een bankoverval zonder oplichterij. Kan dat w
1.0;Because I Said So;"Een romantische komedie met golden oldie Diane Keaton en fris gezicht Mandy Moore; kan niet mis toch? Euhm... Jawel hoor."
4.5;Rescue Dawn;Fascinerende film waarin een man strijdt met de jungle.
1.5;Alpha Dog;Weinig interessante film over ontaarde Californische jeugd die zich kennelijk alleen bezighoudt met zuipen, blowen en neuken.
