stars;title;txt
4.0;Ready Player One;Wade Watts zal geen filmicoon worden, maar als spectaculaire ode aan de film- en popcultuur is Ready Player One genieten geblazen.
4.0;God's Own Country;Verpletterend debuut over een ontroerende romance tussen twee jonge boeren in de afgelegen heuvels van Noord-Engeland.
4.5;Aus dem Nichts;Wat doe je als alles wat je lief is je ontnomen is? Diane Kruger gaat in ieder geval niet snikkend in een hoekje zitten.
3.0;Hostiles;Ongemakkelijke balans tussen romantisering en nuancering van het westerngenre en bijbehorend tijdperk.
3.0;Peter Rabbit;Vermakelijke tweestrijd, mits je de originele werken van Beatrix Potter los kunt laten.
2.0;Pacific Rim Uprising;Zonder Del Toro aan het roer is deze franchise minder een liefdesbrief aan Kaiju-films en meer een neefje van Transformers.
3.5;Mary Magdalene;De feministische boodschap van Garth Davis' Bijbelfilm vindt weerklank in de huidige tijd.
1.5;The Gringo;Loze actieklucht loopt op vrijwel alle fronten totaal uit de maat.
3.5;My First Highway;Opgroeidrama van Vlaamse bodem over een puber die op de vlucht slaat met een meisje.
2.5;Tomb Raider;Lara Croft is terug! Maar zitten we daar op te wachten
4.0;Sweet Country;Australische western transformeert van een bedrieglijk eenvoudige achtervolgingsfilm in een rechtbankdrama.
2.0;LBJ;Lyndon Johnson was een veel fascinerender figuur dan deze korte, haastige biopic doet vermoeden.
2.5;Dorst;Droogkomische film over ziekte en verbondenheid neemt je niet altijd mee naar de gewenste emotionele bestemming.
2.5;Radiance;Een schrijfster probeert de blinden van beelden te voorzien. Mooie thematiek, maar vlak uitgewerkt.
1.5;Amori Fragili;De opbouw en teloorgang van een relatie tussen twee academici. Dit kluchtige Italiaanse drama gaat voorbij aan elke boodschap.
