stars;title;txt
1.5;Grown Ups ;Adam Sandler brengt opnieuw een lui scenario met een gebrek aan echte grappen in dit vervolg op Grown Ups.
3.0;The Purge;Wetten zijn er niet voor niets, zo blijkt maar weer in The Purge.
3.0;Unconditional;Dit psychologisch complexe speelfilmdebuut ontwijkt veel clichés, maar mist nog wat verfijning. Rijzende ster Christian Cooke zet een huiveringwekkend grillig personage neer.
3.0;Girl Most Likely;Aardige romkom met Kristin Wiig als de over het paard getilde Imogene.
3.0;Io Sono Li;Politiek correct drama viel in de smaak bij het Europees Parlement. Niet verrassend, maar ook niet onterecht.
2.0;Cherchez Hortense;Jean-Pierre Bacri en Kristin Scott Thomas in een drama over een stroef huwelijk en een nog stroevere vader-zoonrelatie.
2.0;À Coeur Ouvert;Drank maakt meer kapot dan je lief is, behalve in À Coeur Ouvert lijkt het wel.
3.0;Byzantium;Vampierfilm biedt een mix van horror, romantiek en drama.
2.5;Hummingbird;Jason Statham treedt buiten zijn comfortzone in dit Londense misdaaddrama.
2.0;The Internship;Owen Wilson en Vince Vaughn als twee digibeten die na hun ontslag aan de bak willen komen bij Google.
4.0;To the Wonder;Terrence Malick komt na slechts één jaar alweer met een nieuwe film. Het is een abstracte, maar prachtig geschoten film over liefde en religie.
3.0;De Koning van de Mont Ventoux;Een virtuele race waarin vijf wielerkampioenen strijden om de eer.
3.5;Hello, I Must Be Going;Tragikomedie over een onmogelijke liefde tussen een gescheiden vrouw van in de dertig en een tienerjongen.
1.0;Do Not Disturb;Franse remake van de Amerikaanse komedie Humpday waarin twee beste vrienden samen een seksfilm willen opnemen.
3.0;The Frozen Ground;Aardige thriller over de waargebeurde klopjacht op seriemoordenaar Robert Christian Hansen, die bij vlagen iets weg heeft van toppers als Insomnia en Zodiac.
