stars;title;txt
3.0;Saw II;De film straalt aan alle kanten gehaastheid uit en is ondanks een aantal inventieve gruwelijkheden een ondermaats aftreksel van het origineel.
3.0;Somersault;Aardig debuut van een veelbelovend regisseur.
4.0;The Woman in the Window;Eén van de betere films die Lang in de Verenigde Staten maakte.
5.0;M - eine Stadt sucht einen Mörder;"Prachtig gefotografeerde, eerste geluidsfilm van Fritz ""Metropolis"" Lang."
2.5;Keeping Mum;Een vrolijk voortkabbelende komedie met bizarre moorden.
2.5;March of the Penguins;Boet aan kracht in door flauw commentaar dat de beesten allerlei menselijke emoties toedicht.
4.0;The Chron. of Narnia: The Lion, The Witch and The Wardrobe;Een fijne film voor jong en oud om de kerst mee door te brengen.
4.5;Wereld van Stilstand;Fedja van Huêt speelt een journalist, die een complot tegen hem denkt te hebben ontdekt, maar is dat zo
2.0;Valse Wals;Een relatie tussen een man en vrouw, verteld in een uur.
2.0;De Pelikaan Man;Te vrezen valt dat maar weinig kinderen in het sprookje van de pelikaanman zullen geloven.
4.0;Kiss Kiss Bang Bang;Hoewel de film enige gebreken heeft  is het een leuke actiekomedie geworden, die bovenal grappig is.
4.5;King Kong;We geloven onvoorwaardelijk in de connectie tussen aap en actrice, en dat maakt 'Kong' tot een succes.
4.5;Grizzly Man;Zeer knappe documentaire, die draait om het verschil tussen mens en natuur.
2.0;A Good Woman;Een brave, oubollige film waar niemand zich een buil aan zal vallen, maar waar ook niemand wat aan heeft.
3.5;Just Like Heaven;Een alleraardigste, zo nu en dan best grappige romantische komedie.
