stars;title;txt
1.5;'N Beetje Verliefd;Misbaksel eersteklas.
4.0;Dutch Touc;Eerlijk portret van (een deel van) de Nederlandse hiphopscene.
3.0;Leonard Cohen: I'm Your Man;Onevenwichtige, wat teleurstellende mengeling van interviews met Leonard Cohen en een concertregistratie.
4.0;Perfume: The Story of a Murderer;Doet recht aan het onverfilmbaar geachte boek.
4.0;The Proposition;Verwacht geen revolutionaire western, maar de setting en morele ambiguïteit van personages maken de film uniek.
4.0;The U.S. vs. John Lennon;Behalve een rijk tijdsbeeld wordt een zeer volledig overzicht gegeven van de manier waarop de pacifistische boodschap van John Lennon miljoenen mensen bereikte.
2.0;Ave Maria;Weinig informatieve, korte documentaire over de plaats van Maria in het leven van enkele mensen in Polen, Nederland, Spanje en Turkije.
2.5;Flushed Away;De eerste computeranimatiefilm van Aardman.
4.0;Flags of Our Fathers;Flags of Our Fathers zal een gevoel van schaamte achterlaten.
4.0;The Queen;Een fictioneel kijkje in de keuken van de Engelse koninklijke familie rondom de dood van prinses Diana in 1997.
4.0;La Tourneuse de Pages;Subtiel spel in een degelijke arthousethriller over de zoete wraak van een leerling op haar oude pianolerares.
4.0;The Science of Sleep;Een wonderlijke liefdesgeschiedenis in deze derde speelfilm van videoclipkunstenaar Michel Gondry.
3.5;All the Invisible Children;Herkenbaar verhaal van kinderen die gebukt gaan onder armoede, onderdrukking of verwaarlozing.
4.5;Casino Royale;De beste Bond-film sinds Goldfinger.
3.0;The Black Dahlia;Mooi gefilmde, mooi aangeklede maar zielloze neo-noir zonder interessante personages of goed uitgewerkt verhaal.
