stars;title;txt
4.0;Spider-Man ;Stukken beter dan de eerste film, doordat er dankzij die eerste film nu ruimte is voor verdieping en uitdieping.
3.5;Mean Girls;Een geslaagde tienerkomedie die ver boven de meeste films in zijn genre uitstijgt.
1.0;Mindhunters;Het gaat hier om de film Mindhunters waarmee Renny Harlin wederom een regelrechte stinker heeft afgeleverd.
4.0;Shrek ;Fris en verrassend is het allemaal niet meer, maar grappig en amusant des te meer.
4.0;American Splendor;Op een manier die duizelingwekkend maar nooit verwarrend is, wisselt de film voortdurend van gedaante, van speelfilm naar documentaire naar halve tekenfilm en weer terug.
3.0;The Ladykillers;Het is even schrikken, maar ook de grote gebroeders Coen blijken niet onfeilbaar!
2.0;Luther;De filmmakers maken het ons makkelijk: ze laten de duistere, gevaarlijke kant van Luther achterwege. Een betreurenswaardige keuze.
4.0;Harry Potter and the Prisoner of Azkaban (OV);Dit keer is er een nieuwe regisseur, Alfonso Cuarón, en dat is te merken. The Prisoner of Azkaban is veel donkerder van sfeer dan zijn voorgangers.
2.5;The Day After Tomorrow;Voldoet volledig aan de regels die Emmerich zelf heeft helpen definiëren: slap verhaal, spectaculaire special effects.
3.5;Bright Young Things;Met Bright Young Things, gebaseerd op een boek van Evelyn Waugh, levert Stephen Fry een geslaagd regiedebuut af.
2.5;Nathalie...;De acteurs doen hun best, maar kunnen het middelmatige script en een ondermaatse regie niet naar een hoger niveau tillen.
4.0;Deep Blue;Deze film is niet zozeer een educatief of ecologisch statement, als wel een puur zintuiglijke ervaring, die iedere liefhebber van natuurdocumentaires zal willen ondergaan.
2.5;People I Know;Pacino en de rest van de cast ontstijgen het slecht uitgewerkte plot, maar kunnen de film jammer genoeg niet redden.
3.5;Troy;De film stelt enigszins teleur, niet omdat hij anders is dan het boek, maar juist omdat die momenten waarop hij wél de tragiek van het eeuwenoude epos wil benaderen, tekort schieten
3.0;Les Invasions Barbares;Het beeld van de 'jongeren' is nogal eenzijdig, en daarmee preekt deze film voor eigen parochie.
