stars;title;txt
3.5;Infiltrant;Undercover in Nederland, maar net even anders.
4.0;Blind;Intrigerende duik in het hoofd van een blinde vrouw.
3.5;St. Vincent;Aangename feelgoodfilm met Bill Murray zoals we hem het liefste zien: knorrig, cynisch, maar met een hartje van goud.
3.5;Stonehearst Asylum;Deze stemmige verfilming van een kort verhaal van Edgar Allan Poe ziet er prachtig uit en bevat een imposante cast die solide acteerwerk laat zien.
2.0;The Best of Me;Nu weten we het wel, Nicholas Sparks.
4.5;Under the Skin;Een fascinerende, hypnotiserende en verontrustende scifi-horror met een perfect gecaste Scarlett Johansson.
4.0;The Judge;Geslaagd en gelaagd relationeel drama met een fantastische Robert Downey Jr. en Robert Duvall in de hoofdrollen.
4.0;Pride;Fijne feelgoodmovie over een homobeweging die in de jaren tachtig geld inzamelde voor de mijnwerkers.
3.0;A Walk Among the Tombstones;Liam Neeson is weer in zijn element.
2.0;Gemma Bovery;We worden voortdurend om de oren geslagen met de parallellen tussen het leven van een verveelde binnenhuisarchitecte en dat van Madame Bovary.
3.5;Het Leven Volgens Nino;Vertederende kinderfilm maakt zwaar thema ook voor jonge kijkers inzichtelijk.
1.5;"De Club van Sinterklaas &amp; Het Pratende Paard";De derde bioscoopfilm naar de populaire televisieserie is een heleboel voorspelbare flauwekul die de vertaling naar de moderne tijd niet heeft weten te maken.
3.5;Locke;Tom Hardy moet het helemaal alleen doen in dit psychologische drama, dat zich volledig in een auto afspeelt.
1.5;Dracula Untold;Een gefaalde poging om van s werelds bekendste vampier een superheld te maken.
3.5;Hector and the Search for Happiness;Simon Pegg gaat op zoek naar geluk in onderhoudende boekverfilming.
