stars;title;txt
3.0;The Texas Chainsaw Massacre: The Beginning;Meer van hetzelfde, maar de gore en acteur R. Lee Ermey maken veel goed.
1.0;Wild Romance;Oppervlakkige biopic over de eerste jaren van Herman Broods rock-'n-roll carrière.
5.0;The Departed;Stukje briljantie van Martin Scorsese.
3.0;Frozen Land;De film is top- en topzwaar en neemt zichzelf veel te serieus.
4.0;Thank You For Smoking;Cynische, doch verrassend genuanceerde film waar zowel fanatieke rokers als milieufreaks zich uiteindelijk in kunnen vinden.
3.0;George Michael: A Different Story;Sensatiezuchtige documentaire over de persoonlijke misère van George Michael.
4.0;Babel;Sterk drama over de kwetsbaarheid en fragiliteit van de mens en de verregaande gevolgen van miscommunicatie.
4.0;Borat;Het is een hilarisch avontuur.
2.5;Shortbus;Een hilarisch ranzig en oprecht patriottistisch manifest.
4.0;Little Miss Sunshine;Originele, hartverwarmende en tragikomische feelgood film.
4.0;Children of Men;Een enerverende, sfeervolle actiethriller mét inhoud.
2.0;Cidade Baixa;Het leven van de Braziliaanse jeugdvrienden Deco en Naldinho wordt op zn kop gezet door de komst van het jonge hoertje Karinna.
4.5;Clerks II;Heeft niet de originele frisheid van zijn illustere voorganger maar is zeker net zo grappig.
1.0;Click;Ongeïnspireerde uitwerking van een weinig originele premisse: een afstandsbediening waarmee je je leven kunt bedienen.
4.5;Nachtrit;De tastbare grimmigheid in Nachtrit is zeldzaam in Hollandse producties.
