stars;title;txt
4.0;Monster;In Monster speelt een onherkenbare Charlize Theron de seriemoordende prostituée Aileen Wuorno
4.0;Elephant;Dankzij het vele improviseren en de frisheid van de onprofessionele acteurs komt de film zeer natuurlijk over.
3.5;Thirteen;Wat een onthutsend drama had moeten zijn, verliest aan stootkracht doordat de film nooit ontsnapt aan de essentie van het verhaal.
2.0;Paycheck;Woo, ooit de ongekroonde koning van de heroic bloodshed, levert met Paycheck zijn grootste misser tot nu toe af.
4.0;Big Fis;Big Fish is een fantastische film over Edward Bloom, een man die zijn leven vult door fantasieverhalen over zichzelf te vertellen. Het warme verhaal komt op prachtige wijze tot leven dankzij visueel begaafd cineast Tim Burton.
3.5;Cold Mountain;Een conventioneel Hollywoodproduct, maar als romantisch drama zeker geslaagd.
5.0;La meglio gioventù;Een meeslepende belevenis.
5.0;Lost In Translation;Lost In Translation is een subtiele tragikomedie met puik acteerwerk van Bill Murray en Scarlett Johansson.
2.5;Once Upon a Time in Mexico;Op het verhaal hoe je maar sporadisch te letten en Banderas slaapwandelt door zijn eigen scènes.
3.5;Shouf Shouf Habibi!;De eerste Nederlandse film over het leven van een zogenaamde kutmarokkaan is geen zwaarmoedig verhaal over integratieproblematiek, maar een luchtige multi-culti komedie.
5.0;Hero;Hero is de duurste film die ooit in China is gemaakt, een investering die terug te vinden is in o.a. de Chinese supersterrencast, een geweldige soundtrack, fantastische cinematografie, zéér fraaie kostuums en zeer indrukwekkende zwaardgevechten.
2.0;The Texas Chainsaw Massacre;Deze remake is een verwaterd compromis, dat niemand uit zijn slaap zal houden.
2.0;IFFR 2004: Anatomie de l'enfer;Een film die in alle ernst de aard van het vrouwelijk geslachtsdeel wil ontleden, is afwisselend lachwekkend en ergerlijk belerend.
4.0;IFFR 2004: Zatoichi;Wordt gedragen door enkele sterke pijlers: Kitano's eigen charisma, superieur snelle [i]kenjutsu[/i]-choreografie, muzikale ritmes en zijn kenmerkende humor.
3.0;The Last Samurai;Het groots opgezette, mooi gefilmde The Last Samurai schiet tekort doordat het verhaal van A tot Z voorspelbaar blijft.
