stars;title;txt
4.5;Citizenfour;Adembenemende docuthriller over klokkenluider Snowden en de afluisterpraktijken van de NSA.
4.0;De Surprise;De tweede speelfilm van Mike van Diem is minder degelijk dan Karakter, maar eveneens een fijn stukje Nederlandse cinema. En dat voor een literaire romkom!
4.0;Project T;Een optimistische blockbuster zoals je die zelden tegenkomt.
4.0;A Girl Walks Home Alone at Night;Een zwart-wit vampierwestern uit onverwachte hoek. En wat voor één.
2.5;Geronimo;Romeo en Julia in hedendaags Zuid-Frankrijk, verteld vanuit het perspectief van Broeder Laurens.
3.0;Poltergeist;Ze zijn (weer) hier
3.0;Difret;Hartverscheurend verhaal over een veertienjarig meisje dat door haar aanstaande man wordt ontvoerd en hem tijdens een ontsnappingspoging doodt. Ethiopische Oscarinzending.
2.0;De Masters;Komedie over vier dertigers die hun droom om bekende rappers te worden, achterna gaan.
4.5;Mad Max: Fury Road;Spectaculaire actiefilm die eigenlijk één lange, spannende achtervolging is.
3.0;Ventoux;Vier mannen beklimmen op hun racefiets de Mont Ventoux. Tijdens deze tocht blijkt dat de berg niet de enige hobbel is die ze moeten overwinnen.
4.0;52 Tuesdays;Intiem portret van een gezin, waarvan de moeder bezig is met een geslachtsverandering en de dochter zichzelf ontdekt. Gefilmd op tweeënvijftig dinsdagen.
3.5;Pitch Perfect ;Op een paar valse noten na is Pitch Perfect 2 een geslaagd vervolg op de hit uit 2012.
5.0;Tokyo Story;Een niet te missen, welhaast verplichte klassieker die gerestaureerd opnieuw in de bioscoop draait.
2.5;Melody;Zwabberend Belgisch drama rondom een draagmoederschap waarbij de twee betrokken partijen steeds meer naar elkaar toetrekken.
3.5;Big Game;President Samuel L. Jackson stort zich in een wildernisavontuur.
