stars;title;txt
3.0;Babies;Babys, babys en babys. Thomas Balmès film zou je kunnen zien als een veredelde compilatie van homevideos.
4.0;Tirza;Schitterende film van de regisseur van De Avonden. Gijs Scholten van Aschat is ijzersterk als vader die op zoek gaat naar zijn vermiste dochter.
4.0;Exit Through the Gift Shop;Banksys al dan niet fake documentaire over straatkunst versus commercie schiet raak zonder prekerig te worden.
3.0;Legend of the Guardians 3D;James Cameron, kijk goed, dít is hoe je 3D zou moeten gebruiken.
2.0;Wall Street: Money Never Sleeps;Oliver Stone verlaagt zich tot het maken van een sequel van een van zijn klassiekers en doet dat met matig succes.
4.0;Within the Whirlwind;Een zeer goed historisch drama van Marleen Gorris over een bijzondere vrouw die onder erbarmelijke omstandigheden moet zien te overleven in een Sovjetkamp.
4.5;Enter the Void;Een psychedelische nachtmerrie van de regisseur van Irréversible. Duister, hallucinerend en schokkend: Enter the Void is een nieuwe cultklassieker.
4.0;Un Homme Qui Crie;Afrikaans pareltje Un Homme Qui Crie ontleedt op haarfijne wijze het leed van een heel continent.
4.0;About Elly;Dat films uit Iran niet altijd politiek beladen hoeven te zijn, bewijst About Elly, een film die net zo goed in Nederland gemaakt had kunnen worden.
2.0;Resident Evil: After Life 3D;Visueel overweldigend spektakel is inhoudelijk bijna gênant leeg.
3.0;Devil;Deel 1 van The Night Chronicles, door M. Night Shyamalan, is een aardige thriller, die zijn afwikkeling helaas teveel zoekt in religieuze verwijzingen, zelfacceptatie en boetedoening.
4.0;The American;Anton Corbijn vermengt zijn artistieke kwaliteiten op indrukwekkende wijze met een mainstream Hollywoodgenre.
4.0;Splice;Moderne variant op Frankenstein is een verrassend sterke sciencefictionfilm, met name door de uitstekend acterende Adrien Brody en Sarah Polley.
4.0;Submarino;Twaalf jaar na Festen slaat Vinterberg nog harder toe met een ijzersterk, loodzwaar drama.
1.0;Eccentricities of a Blond-haired Girl;Doodsaaie film van een honderdeenjarige Portugese regisseur die denkt dat mensen nog op zijn films zitten te wachten.
