stars;title;txt
4.5;Once Upon a Time in Anatolia;Schitterende zwartkomische misdaadfilm annex roadmovie vergt enig geduld van de kijker. De beloning is er echter naar.
4.0;Beyond;Regiedebuut van actrice Pernilla August is hard en mistroostig, maar grijpt naar de keel door het sterke acteerwerk.
3.0;The Lady;Een rommeltje is het wel, maar Luc Bessons biopic over de Birmese Nobelprijswinnares Aung San Suu Kyi is toch bekijkenswaardig.
4.0;"Beats Rhymes &amp; Life: The Travels Of A Tribe Called Quest";Een unieke blik achter de schermen van een van de meest invloedrijke hiphopbands.
2.0;Perfect Sense;De spannende combinatie van een massale ziekte-uitbraak en een opbloeiende liefde komt niet uit de verf. De personages zijn ondoorgrondelijk.
1.5;The Darkest Hour;Deze scifi-actiethriller van de producent van Night Watch en Wanted tapt te veel uit hetzelfde vaatje en laat de potenties onderbenut.
2.5;Im Not a F**king Princess;Deze biopic over het leven van de geruchtmakende fotografe Irina Ionesco werd door haar dochter Eva verfilmd. Het resultaat is schokkend en ongemakkelijk.
3.5;Doodslag;Indringende film met Theo Maassen omtrent heftig en actueel thema trekt de realiteit bijna door tot in het belachelijke, maar de beoogde boodschap komt zeker over.
4.0;900 Dagen;Een indringende documentaire over het beleg van Leningrad in de Tweede Wereldoorlog. Zelfs nu vinden de stokoude betrokkenen het nog moeilijk om erover te praten.
3.0;The Iron Lady;In een sublieme hoofdrol als Margaret Thatcher overstijgt Meryl Streep deze rommelige biopic over de eerste vrouwelijke Britse premier.
3.0;J. Edgar;Het controversiële leven van J. Edgar Hoover in een notendop.
4.0;Polisse;Deze indringende snuffelstage bij de Parijse kinder- en zedenpolitie, gepresenteerd in de vorm van een docudrama, is een emotionele achtbaanrit van jewelste.
3.5;The Forgiveness of Blood;Vast in je eigen huis. Het overkomt Nik, een jongen die van de ene op de andere dag moet vrezen voor zijn leven.
1.5;Trespass;De nieuwe Joel Schumacher is de zoveelste in een lange reeks mislukkingen.
3.5;Tyrannosaur;Het indrukwekkende en zwaarmoedige regiedebuut van Paddy Considine.
