stars;title;txt
2.0;Last Conversation;Eén auto, één actrice, één laatste telefoongesprek, vijfentwintig cameras en één take: een experiment en helaas weinig meer.
3.5;9;9 wordt door een oude professor op een verwoeste aarde gezet. Met hulp van Tim Burton en Timur Bekmambetov maakte Shane Acker een wat simplistisch, maar prachtig animatie-epos.
4.5;Het Leven Uit Een Dag;Visueel juweeltje van eigen bodem roept vragen op over hel en hemel, maar vooral over het menselijk talent om alles wat mooi is stuk te maken.
3.5;Funny People;Derde film van Judd Apatow is een ambitieuze en grotendeels geslaagde mix van komedie en drama met een uitstekende Adam Sandler.
2.0;La Siciliana Ribelle;Langdradige semibiografie over de zeventienjarige Siciliaanse Rita Atria die de maffia aanklaagt en daarmee haar eigen leven in gevaar brengt.
3.5;4 City;Aan de hand van werkelijke en gefictionaliseerde interviews van fabrieksarbeiders wordt een halve eeuw Chinese geschiedenis geschetst.
4.5;Inglourious Basterds;Met deze hilarisch vulgaire oorlogsfantasie laat Quentin Tarantino weer een fraai staaltje van zijn kunnen zien.
3.5;Los Abrazos Rotos;Na het meesterlijke Volver bezwijkt de nieuwste film van Pedro Almodóvar onder zijn eigen ambitie, maar weet op het visuele vlak wel te imponeren.
4.0;Bandslam;Bandslam is een verrassing van jewelste. Geen Amerikaanse formulefilm, maar een oprechte en lieve tienerkomedie.
2.0;The Stranger;Uitermate donkere film die vanaf de openingsscène fascineert maar uiteindelijk vooral weet te irriteren.
3.0;Fifty Dead Men Walking;Een gedreven Jim Sturgess blijft overeind in een conventionele verfilming van Martin McGartlands autobiografische verhaal ten tijde van het Iers-Britse conflict in de jaren tachtig.
4.0;Pranzo di Ferragosto;Heerlijke Italiaanse film is een hartverwarmende ode aan de ouderdom.
2.5;Hannah Montana: The Movie;Als film inadequaat en oninteressant, maar als bevreemdend (pop)cultureel fenomeen van onze tijd toch nog boeiend.
3.0;Taking of Pelham 1-2-3;Een kat-en-muisspel zonder pretenties, maar met een hoge concentratie mooie actie en fantastische cinematografie zoals we van Tony Scott gewend zijn.
2.0;G.I. Joe: Rise of Cobra;Missie op de automatische piloot met personages die net zo plastic zijn als de poppetjes van Hasbro.
