stars;title;txt
2.0;Het Chimpansee Complex;Documentaire over de behandeling van beschadigde chimpansees.
3.0;White God;Curieuze mix van genres en themas. Niet helemaal bevredigend, maar zonder meer fascinerend en bevreemdend.
3.5;Marie Heurtin;Het levensverhaal van de Franse Helen Keller krijgt een aangenaam ingetogen verfilming.
4.0;The Salt of the Eart;Fraai portret van de Braziliaanse topfotograaf Sebastião Salgado.
3.5;Penguins of Madagascar;De waggelende spionnen uit de Madagascar-films bieden ook in een eigen speelfilm volop vermaak.
4.0;Mees Kees op de Planken;Het laatste en tevens beste deel uit de filmreeks gebaseerd op de boeken van Mirjam Oldenhave. Vooral Sanne Wallis de Vries steelt de show.
4.0;"Solan &amp; Ludwig en de Sneeuwmachine";Deze betoverende charmante kaskraker uit Noorwegen is een meeslepend stop motion-avontuur. Het oogstrelende vakwerk komt voor een groot deel uit Nederland.
2.0;Horrible Bosses ;Het vriendenclubje is voor zichzelf begonnen en zelfs dan lonkt het criminele pad. Een aaneenschakeling van puberale grappen is het resultaat.
2.0;Tras;Stephen Daldrys nieuwste doet denken aan een Braziliaanse variant op Slumdog Millionaire, maar legt de prekerige moraal er veel te dik bovenop.
3.5;My Old Lady;Smakelijke klucht die langzaam richting drama gaat. Met een ervaren topcast die heerlijk op elkaar ingespeeld is.
1.5;Jessabelle;Jessie zit na een ongeluk vast in een rolstoel, wat ontsnappen aan enge geesten lastig maakt.
3.5;Om de Wereld in 50 Concerten;Dit eerbetoon aan het Koninklijk Concertgebouworkest volgt de musici bij hun wereldtournee. Vooral sterk in het aanzetten van contrasten en het illustreren van overeenkomsten.
2.5;John Wick;Zonder de interessantdoenerij is dit actievehikel met Keanu Reeves erg amusant. Wat dan overblijft is lekker hersenloos schieten en wraak nemen.
4.0;The Skeleton Twins;De nieuwste film met Bill Hader en Kristen Wiig, maar het is geen komedie.
2.5;White Bird in a Blizzard;Een overtuigende Shailene Woodley en een fijne eightiessfeer vormen de belangrijkste wapenfeiten in dit familiedrama van indieregisseur Gregg Araki.
