stars;title;txt
2.0;Coach Carter;Niet perse de meest sympathieke film.
3.0;Assault on Precinct 13;Geen bijzondere actiefilm, maar kenmerkt zich wel door een prettig eenvoudige opzet.
3.5;Mean Creek;Voor wie een heftig drama niet uit de weg gaat is de film absoluut een aanrader.
3.5;Robots (OV);Het verhaal bewandelt gebaande paden, en dat maakt van Robots een solide, maar geen briljante tekenfilm.
4.5;Hotel Rwanda;Confronteert ons met terugwerkende kracht met de verschrikking tijdens de orgie van haat die de Rwandese genocide was.
2.0;The Ring Two;Jammer genoeg is Hideo Nakata's horrormagie nauwelijks terug te vinden in dit vervolg.
3.0;Hitc;Film die geen verrassingen brengt maar volledig aan de standaard voldoet.
4.0;Bin-Jip;Een uiterst elegante film.
3.5;Melinda and Melinda;Het is af en toe doorbijten, maar gelukkig is het een prima film.
4.0;The Life Aquatic with Steve Zissou;Gaandeweg ontstijgt zijn film de kolder en blijkt er zelfs ruimte voor ontroering.
4.5;The Woodsman;Soms ontstaat pas bij ongemakkelijke situaties het bewustzijn dat ook hen die we monsters noemen, mensen zijn.
4.0;My Architect;Een persoonlijke reis waarvan we getuigen mogen zijn.
5.0;Million Dollar Baby;Dit is een meesterlijke film, die het verdient om tijdens de aanstaande Oscaruitreikingen hele hoge ogen te gooien.
4.0;Vera Drake;Een zakelijk, maar treffend drama over een deugdzame Britse huisvrouw die anno 1950 onrechtmatig abortussen uitvoert bij vrouwen die dat niet kunnen bekostigen.
3.0;Constantine;Constantine is een vermakelijk buitenbeentje in het genre en kleurrijk genoeg om wat succes te boeken in de bioscoop.
