stars;title;txt
4.5;Let Me In;Amerikaanse remake van het Zweedse Let The Right One In. Regisseur Matt Reeves (Cloverfield) weet het verhaal met zijn strakke regie perfect te herleiden en zich eigen te maken.
4.0;"Tucker &amp; Dale vs Evil";Geniale mix van horror en komedie is soms wat flauw, soms ranzig maar veelal hilarisch grappig.
2.5;La Doppia Ora;Het Italiaanse La Doppia Ora rijgt overtuigend diverse genres aan elkaar, maar weet naar het einde toe steeds minder te beklijven.
3.5;Tournée;Niet alles is glitter en glamour in het artiestenbestaan. Tournée wisselt wervelende shows af met ingetogen drama.
1.0;Saw 3D;Met Saw 3D wordt een compleet nieuwe weg ingeslagen.
5.0;Black Venus;Abdel Kechiche, de regisseur van het meesterlijke La Graine et le Mulet, is terug met Black Venus, een zeldzaam schokkend en confronterend verhaal over de Zuid-Afrikaanse Sarah Baartman.
3.5;"Love &amp; Other Drugs";Wat rommelige mix van romantische genres weet te vermaken door Gyllenhaal en Hathaway.
3.0;Norwegian Wood;Verfilming van de bestseller van Haruki Murakami is zon zeldzaam voorbeeld van een mislukking die toch de moeite waard is.
4.0;Armadillo;Bijzonder gefilmde, intense documentaire over een groep Deense soldaten in Afghanistan.
2.0;Love Ranc;Helen Mirren en Joe Pesci hadden beter materiaal verdiend dan dit vlakke verhaaltje over het eerste legale bordeel in Amerika.
2.0;Meet the Parents: Little Fockers;Voor een komedie valt hier maar weinig te lachen. Meer van hetzelfde en nog dikker aangezet.
4.0;Le Quattro Volte;Deze onconventionele film ontvouwt zich rustig, maar kent een overdaad aan beeldenpracht.
4.0;Loft;Remake van de gelijknamige Vlaamse bioscoophit weet de kijker voortdurend op het verkeerde been te zetten.
4.0;Potiche;De tweede film van François Ozon binnen het jaar heeft inhoudelijk weinig om het lijf, maar is dankzij de stralende Catherine Deneuve wel erg vermakelijk.
4.0;You Will Meet a Tall Dark Stranger;Woody Allens nieuwste is weer goed als vanouds.
