stars;title;txt
4.0;Hanna;Intiem drama met bijzonder sterk spel van Charlotte Rampling.
5.0;The Shape of Water;Een meeslepend en ontroerend sprookje met vele lagen. De grote Oscarkanshebber maakt alle verwachtingen waar.
4.5;The Insult;Deze Libanese Oscarkandidaat begint subtiel maar neemt immense proporties aan.
2.0;Gek van Oranje;Dit jaar geen WK voor de voetbalfans, maar of dit feelgooddrama dit nou echt verzacht valt te betwijfelen.
2.5;Broeders;Overgedramatiseerde roadmovie over oorlog en familie vernauwt de weg tot empathie.
3.5;De IJslandbende;Nederlandse jeugdfilm profiteert van een fijne cast en mooie locaties.
3.5;Black Panther;Een unieke en prachtig vormgegeven microkosmos binnen het Marvel Cinematic Universum, maar niet zonder zwakheden.
4.0;The Florida Project;Een briljante maatschappelijke spiegel zonder moralistisch vingertje.
3.0;7 Giorni;Romantisch drama wordt geplaagd door een pessimistische kijk op het huwelijk.
2.0;The Cloverfield Paradox;Begrijpelijk dat Paramount de film gedumpt heeft.
3.5;Winchester: The House That Ghosts Built;Solide spookhuisfilm moet het vooral hebben van zijn acteurs.
4.0;Early Man;Een voetbalwedstrijd tussen het Stenen en Bronzen Tijdperk met als inzet een groene vallei. Dat kan alleen maar Aardman zijn.
4.0;The End of Fear;Over de moordaanslag op een schilderij en de reanimatie die de definitieve dolksteek bleek te zijn.
3.0;The Post;Relevante politieke thriller van Steven Spielberg over de Pentagon Papers. Streep en Hanks stelen de show.
2.0;Patser;Als Patser bedoeld is als ordinair, platvloers actievermaak dan is het een geslaagd project.
