stars;title;txt
3.0;Marina;Film over het leven van de Italiaans-Belgische zanger Rocco Granata.
3.0;Out of the Furnace;Een indrukwekkende cast is geen garantie voor een meesterwerk, maar komt wel goed van pas.
4.0;The Selfish Giant;Indrukwekkende tweede film van Clio Barnard. Hoofdrolspeler Conner Chapman is een ware ontdekking als een schroothandelaartje dat voor zijn bestaan knokt.
2.5;Parkland;Afstandelijke, nietszeggende verfilming van de hectiek vlak na de moord op Kennedy
2.0;Toscaanse Bruiloft;De nieuwe Nijenhuis is meer van hetzelfde, maar we hadden eigenlijk ook niet anders verwacht. Zelfs de romantiek in Toscane heeft een teleurstellend korte aandachtsspanne.
2.0;I, Frankenstein;Deze comicverfilming van de makers van Underworld slaat op essentiële punten de plank mis. En mist humor.
3.0;Ender's Game;Deze verfilming van het gelijknamige boek van Orson Scott Card brengt interessante thema's terug in het sciencefictiongenre, maar helaas niet met volle overtuigingskracht.
3.5;Dallas Buyers Club;McConaughey en Leto op hun best in deze biografie van de medicijndealende aidspatiënt Ron Woodroof.
3.0;Venus in Fur;Oscarwinnaar Roman Polanski verfilmt een toneelstuk over sadomasochisme.
4.0;Die Andere Heimat: Chronik einer Sehnsucht;Vierde deel in de fameuze Heimat-filmreeks kenmerkt zich weer door oog voor detail.
1.5;Devils Due;Volstrekt onoriginele 'found footage'-horrorfilm die beter onontdekt had kunnen blijven.
4.0;All Is Lost;J.C. Chandors opvolger van Margin Call oogt in veel opzichten als de tegenhanger van zijn regiedebuut, maar blijkt toch in het verlengde ervan te liggen.
4.0;Enough Said;Een sterke zwanenzang voor James Gandolfini in een komisch drama over relaties en onzekerheid.
2.0;Jack Ryan: Shadow Recruit;Spionagefilm gebaseerd op het bekende personage van Tom Clancy.
3.0;For Those In Peril;Naargeestig arthousedebuut van Schotse bodem.
