stars;title;txt
2.0;The Last Witch Hunter;Geloof het of niet: dit is de eerste Vin Diesel-film sinds 2008 die niet deel uitmaakt van een franchise. Hopelijk blijft dat zo.
2.5;Die Laatste Zomer;Er zijn geheimpjes in de keurige Franse familie Rey, maar het puzzelniveau valt wat tegen.
3.5;I Nostri Ragazzi;Vrije Italiaanse boekverfilming van Het Diner van Herman Koch.
3.0;N: The Madness of Reason;Een onconventionele documentaire over een Frans-Vlaamse encyclopedist die de mystiek en het dagelijks leven van West-Afrika wil vastleggen.
2.5;Ramon en het Paard van Sinterklaas;Hoe onderscheidt de eerste Vlaamse Sinterklaasfilm zich van zijn Nederlandse tegenhanger
5.0;Beasts of No Nation;Deze 'Netflix Original' draait niet in de bioscoop, maar is alleen te zien bij de populaire streamingdienst. Idris Elba is fenomenaal in dit aangrijpende verhaal over kindsoldaten.
5.0;Crimson Peak;Een immens Engels landhuis zucht, steunt en bloedt onder haar bewoners. Het is het belangrijkste personage in een visueel overdonderend meesterwerkje van Guillermo del Toro.
4.5;Black Mass;Johnny Depp doet zijn status als topacteur eindelijk weer eens eer aan. Hij kruipt in de huid van gangster James 'Whitey' Bulger die met FBI-steun de baas van South Boston kon zijn.
2.5;Une Enfance;Er is heel veel aan de hand in het leven van puber Jimmy, die gedwongen wordt snel volwassen te worden. Regisseur Claudel schept weinig orde in de chaos.
3.5;Ixcanul;Jong, verliefd, zwanger, maar Maria heeft allesbehalve een droomleven in haar geïsoleerde Maya-dorpje.
3.5;Sworn Virgin;Albanees drama over identiteit in het keurslijf van een eeuwenoude subcultuur in Oost-Europa.
3.5;Marguerite;Apengekrijs dat zowel afschuwelijk als vertederend is.
3.5;Phantom Boy;Leo is een elfjarige jongen die een zware behandeling in het ziekenhuis moet ondergaan. Hij kan echter uit zijn lichaam treden en zo boeven opsporen.
4.0;The Walk;Koorddansen tussen de Twin Towers in duizelingwekkend 3D.
3.0;Life;Anton Corbijn is de dupe geworden van een weifelend scenario. Het is niet helemaal duidelijk of Life nu om James Dean draait of om de fotograaf die de rijzende ster moet vastleggen.
